PRIMARY_KEY,insee,Occupation_42,Age_2018,IS_STUDENT,highest_diploma,Act,FAMILY_TYPE,SEX,target
12393,"17125","csp_4_6",28,FALSE,"edu1_8","type_1_1","fm|4|1","Male","A"
12398,"17127","csp_7_5",69,FALSE,"edu1_7","type_2_1","fm|4|4","Female","V"
12399,"17127","csp_7_8",85,FALSE,"edu1_1","type_2_1","fm|3|2","Female","V"
12400,"17127","csp_5_4",38,FALSE,"edu1_7","type_1_1","fm|4|1","Female","A"
12402,"17130","csp_6_8",18,FALSE,"edu1","type_1_1","fm|1|1","Male","A"
12404,"17131","csp_7_8",65,FALSE,"edu1_9","type_2_1","fm|4|3","Male","A"
12405,"17131","csp_6_2",52,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
12406,"17132","csp_3_7",51,FALSE,"edu1_6","type_1_1","fm|1|1","Male","A"
12407,"17132","csp_7_2",65,FALSE,"edu1_5","type_2_1","fm|1|1","Male","V"
12408,"17132","csp_7_7",86,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
12409,"17133","csp_7_8",86,FALSE,"edu1","type_2_1","fm|4|4","Male","V"
12410,"17136","csp_8_4",16,TRUE,"edu1_2","type_2_2","fm|3|1","Male","V"
12417,"17140","csp_3_7",50,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
12420,"17142","csp_3_4",61,FALSE,"edu1_8","type_1_1","fm|1|2","Female","A"
12423,"17142","csp_6_7",49,FALSE,"edu2","type_1_1","fm|4|2","Male","V"
12428,"17142","csp_4_5",57,FALSE,"edu1_2","type_1_1","fm|1|1","Male","A"
12429,"17142","csp_7_8",78,FALSE,"edu2","type_2_1","fm|1|1","Male","V"
12430,"17143","csp_7_2",65,FALSE,"edu2","type_2_1","fm|4|4","Male","A"
12431,"17143","csp_4_2",45,FALSE,"edu1_7","type_1_1","fm|4|1","Female","A"
12432,"17143","csp_7_8",74,FALSE,"edu1_3","type_2_1","fm|4|4","Male","V"
12433,"17146","csp_6_3",41,FALSE,"edu1_2","type_1_2","fm|1|1","Male","A"
12436,"17147","csp_7_1",81,FALSE,"edu1_1","type_2_1","fm|4|4","Male","V"
12437,"17147","csp_2_2",46,FALSE,"edu1_3","type_1_1","fm|4|1","Female","V"
12439,"17151","csp_4_2",31,FALSE,"edu1_5","type_1_1","fm|4|1","Female","A"
12440,"17152","csp_6_2",36,FALSE,"edu1_5","type_1_1","fm|4|1","Male","A"
12442,"17153","csp_4_6",51,FALSE,"edu1_4","type_1_1","fm|4|1","Female","V"
12445,"17155","csp_3_1",38,FALSE,"edu1_8","type_1_1","fm|1|2","Female","V"
12448,"17161","csp_4_7",39,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
12452,"17161","csp_8_4",21,TRUE,"edu1_2","type_2_2","fm|3|2","Male","V"
12453,"17162","csp_7_7",69,FALSE,"edu1_2","type_2_1","fm|1|2","Female","V"
12455,"17163","csp_5_5",48,FALSE,"edu1_2","type_1_1","fm|1|2","Female","A"
12457,"17164","csp_5_2",42,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
12460,"17164","csp_8_5",19,FALSE,"edu3","type_2_5","fm|4|3","Female","A"
12461,"17164","csp_7_5",78,FALSE,"edu1_5","type_2_1","fm|4|4","Male","V"
12462,"17164","csp_8_5",47,FALSE,"edu3","type_2_5","fm|1|1","Male","A"
12463,"17166","csp_7_4",75,FALSE,"edu1_8","type_2_1","fm|1|1","Male","V"
12464,"17166","csp_6_7",40,FALSE,"edu1_3","type_1_2","fm|4|2","Female","V"
12465,"17167","csp_7_8",69,FALSE,"edu1_3","type_2_1","fm|4|4","Male","A"
12467,"17168","csp_8_5",39,FALSE,"edu1_4","type_2_5","fm|3|2","Female","A"
12471,"17168","csp_7_7",64,FALSE,"edu1_3","type_2_1","fm|4|4","Male","A"
12473,"17168","csp_4_3",56,FALSE,"edu1_6","type_1_1","fm|1|2","Female","V"
12476,"17171","csp_7_4",75,FALSE,"edu1_8","type_2_1","fm|1|1","Male","V"
12478,"17172","csp_8_5",54,FALSE,"edu1_3","type_2_5","fm|4|2","Female","A"
12479,"17172","csp_8_5",53,FALSE,"edu3","type_2_4","fm|3|2","Female","A"
12481,"17174","csp_8_1",21,FALSE,"edu3","type_1_2","fm|3|2","Female","V"
12483,"17179","csp_8_5",53,FALSE,"edu1_3","type_2_5","fm|3|2","Male","V"
12485,"17182","csp_8_4",16,TRUE,"edu3","type_2_2","fm|4|2","Female","A"
12490,"17185","csp_5_5",29,FALSE,"edu1_7","type_1_1","fm|1|1","Male","A"
12495,"17190","csp_6_7",45,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
12496,"17190","csp_6_5",55,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
12497,"17192","csp_8_4",20,TRUE,"edu1_2","type_2_2","fm|4|4","Female","A"
12503,"17194","csp_5_4",56,FALSE,"edu1_3","type_1_1","fm|4|1","Female","V"
12504,"17194","csp_8_5",35,FALSE,"edu2","type_2_5","fm|1|1","Male","A"
12506,"17196","csp_7_8",81,FALSE,"edu1_1","type_2_1","fm|1|1","Male","V"
12508,"17197","csp_5_4",52,FALSE,"edu1_7","type_1_1","fm|4|1","Female","V"
12509,"17197","csp_1_1",74,FALSE,"edu1","type_1_1","fm|4|2","Male","V"
12510,"17197","csp_5_5",46,FALSE,"edu1_4","type_1_1","fm|1|2","Female","V"
12511,"17197","csp_5_2",54,FALSE,"edu1_2","type_1_1","fm|4|2","Male","V"
12512,"17197","csp_7_5",78,FALSE,"edu1_1","type_2_1","fm|4|4","Male","V"
12513,"17199","csp_8_5",15,TRUE,"edu3","type_2_2","fm|4|4","Female","A"
12514,"17200","csp_8_5",34,FALSE,"edu1_2","type_2_4","fm|4|2","Female","A"
12515,"17200","csp_6_5",25,FALSE,"edu1_5","type_1_1","fm|4|1","Male","A"
12516,"17200","csp_4_6",50,FALSE,"edu1_5","type_1_1","fm|4|1","Female","A"
12518,"17200","csp_5_2",45,FALSE,"edu1_2","type_1_1","fm|4|1","Female","V"
12521,"17200","csp_2_2",49,FALSE,"edu1_7","type_1_1","fm|4|1","Female","V"
12524,"17200","csp_8_4",18,TRUE,"edu3","type_2_2","fm|4|2","Female","A"
12526,"17202","csp_7_7",84,FALSE,"edu1_3","type_2_1","fm|4|4","Male","V"
12528,"17207","csp_8_5",54,FALSE,"edu1_2","type_2_5","fm|3|2","Female","V"
12529,"17208","csp_5_6",30,FALSE,"edu1_7","type_1_1","fm|4|1","Male","A"
12531,"17211","csp_4_6",59,FALSE,"edu1_3","type_1_2","fm|1|2","Female","V"
12535,"17214","csp_6_4",59,FALSE,"edu3","type_1_1","fm|4|2","Male","V"
12536,"17216","csp_3_7",37,FALSE,"edu1_8","type_1_1","fm|4|1","Female","V"
12540,"17218","csp_8_4",18,TRUE,"edu3","type_2_2","fm|4|2","Female","A"
12542,"17218","csp_7_7",68,FALSE,"edu1_1","type_2_1","fm|4|4","Female","A"
12545,"17218","csp_8_6",70,FALSE,"edu1_2","type_2_4","fm|4|4","Female","A"
12549,"17218","csp_7_5",73,FALSE,"edu1_4","type_2_1","fm|1|2","Female","V"
12550,"17219","csp_7_8",71,FALSE,"edu1_3","type_2_1","fm|4|4","Female","V"
12551,"17219","csp_6_7",26,FALSE,"edu1_5","type_1_1","fm|4|1","Male","A"
12552,"17219","csp_7_5",87,FALSE,"edu1_1","type_2_1","fm|4|4","Male","V"
12554,"17219","csp_7_2",74,FALSE,"edu1_1","type_2_1","fm|1|1","Male","A"
12555,"17219","csp_5_5",54,FALSE,"edu1_3","type_1_1","fm|4|3","Female","V"
12556,"17220","csp_7_7",95,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
12558,"17222","csp_6_7",22,FALSE,"edu1_7","type_1_1","fm|3|2","Male","A"
12561,"17224","csp_7_8",74,FALSE,"edu1_3","type_2_1","fm|4|4","Male","A"
12562,"17224","csp_4_3",21,TRUE,"edu1_4","type_1_1","fm|4|1","Female","A"
12564,"17224","csp_8_5",60,FALSE,"edu3","type_2_5","fm|3|2","Male","V"
12566,"17224","csp_4_3",43,FALSE,"edu1_8","type_1_1","fm|4|1","Female","V"
12569,"17228","csp_3_1",63,FALSE,"edu1_7","type_1_1","fm|4|2","Male","V"
12570,"17228","csp_8_5",52,FALSE,"edu1_3","type_2_5","fm|1|2","Female","V"
12574,"17230","csp_8_6",73,FALSE,"edu1_3","type_2_4","fm|4|4","Female","A"
12575,"17232","csp_8_4",21,TRUE,"edu1_4","type_2_2","fm|1|2","Female","V"
12576,"17232","csp_5_4",54,FALSE,"edu1_3","type_1_1","fm|1|2","Female","V"
12577,"17232","csp_7_5",82,FALSE,"edu2","type_2_1","fm|4|4","Male","V"
12578,"17232","csp_7_5",67,FALSE,"edu1_2","type_2_1","fm|4|2","Female","V"
12580,"17235","csp_7_7",95,FALSE,"edu3","type_2_1","fm|1|2","Female","V"
12584,"17237","csp_3_7",57,FALSE,"edu1_7","type_1_1","fm|4|1","Male","V"
12586,"17239","csp_6_2",53,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
12589,"17240","csp_8_6",92,FALSE,"edu3","type_2_1","fm|4|4","Female","V"
12590,"17240","csp_3_1",43,FALSE,"edu1_4","type_1_1","fm|3|2","Female","V"
12591,"17240","csp_5_3",35,FALSE,"edu1_5","type_1_1","fm|4|1","Female","A"
12592,"17240","csp_5_2",47,FALSE,"edu1_7","type_1_1","fm|4|1","Male","V"
12595,"17241","csp_7_8",84,FALSE,"edu1_6","type_2_1","fm|1|2","Female","V"
12597,"17243","csp_3_4",47,FALSE,"edu1_7","type_1_1","fm|4|1","Male","V"
12599,"17243","csp_4_7",45,FALSE,"edu1_6","type_1_1","fm|1|1","Male","A"
12601,"17247","csp_8_1",39,TRUE,"edu2","type_1_2","fm|4|2","Female","V"
12603,"17249","csp_6_3",38,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
12613,"17264","csp_4_2",25,FALSE,"edu1_7","type_1_1","fm|1|2","Female","A"
12614,"17264","csp_8_4",18,TRUE,"edu1_4","type_2_2","fm|1|1","Male","A"
12615,"17264","csp_7_8",91,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
12617,"17264","csp_3_1",48,FALSE,"edu1_8","type_1_1","fm|4|1","Female","V"
12623,"17265","csp_2_2",48,FALSE,"edu1_6","type_1_1","fm|4|1","Female","V"
12625,"17266","csp_4_6",61,FALSE,"edu2","type_1_1","fm|4|1","Female","V"
12629,"17273","csp_8_5",47,FALSE,"edu1_2","type_2_5","fm|4|4","Female","V"
12631,"17273","csp_7_7",74,FALSE,"edu1_3","type_2_1","fm|4|4","Female","V"
12632,"17274","csp_7_7",95,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
12633,"17274","csp_7_5",77,FALSE,"edu1_6","type_2_1","fm|1|1","Male","V"
12634,"17274","csp_3_8",34,FALSE,"edu1_8","type_1_1","fm|1|1","Male","V"
12635,"17274","csp_8_5",44,FALSE,"edu1_6","type_2_5","fm|4|2","Female","V"
12637,"17274","csp_7_5",70,FALSE,"edu1_3","type_2_1","fm|1|1","Male","V"
12647,"17276","csp_5_4",52,FALSE,"edu1_6","type_1_1","fm|3|2","Female","V"
12648,"17277","csp_6_3",29,FALSE,"edu1_5","type_1_1","fm|1|1","Male","A"
12649,"17278","csp_3_7",59,FALSE,"edu1_4","type_1_1","fm|1|2","Female","V"
12651,"17279","csp_6_3",25,FALSE,"edu1_4","type_1_1","fm|2|0","Male","A"
12652,"17283","csp_7_5",69,FALSE,"edu1_6","type_2_1","fm|1|2","Female","V"
12655,"17284","csp_6_2",54,FALSE,"edu1_3","type_1_1","fm|1|1","Male","V"
12656,"17284","csp_6_8",44,FALSE,"edu1_3","type_1_1","fm|4|2","Male","A"
12657,"17284","csp_7_4",69,FALSE,"edu1_7","type_2_1","fm|4|4","Male","A"
12659,"17284","csp_7_8",64,FALSE,"edu1_1","type_2_1","fm|4|4","Female","A"
12661,"17285","csp_3_7",47,FALSE,"edu1_8","type_1_1","fm|3|1","Male","V"
12664,"17287","csp_3_4",49,FALSE,"edu1_7","type_1_1","fm|1|1","Male","V"
12666,"17291","csp_4_6",56,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
12670,"17291","csp_2_2",24,FALSE,"edu1_3","type_1_1","fm|4|2","Male","A"
12673,"17291","csp_7_5",75,FALSE,"edu1_8","type_2_1","fm|4|4","Male","V"
12677,"17295","csp_7_2",77,FALSE,"edu1_3","type_2_1","fm|4|4","Male","V"
12680,"17296","csp_7_8",67,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
12682,"17297","csp_5_2",28,FALSE,"edu1_4","type_1_1","fm|4|1","Female","V"
12683,"17297","csp_6_5",42,FALSE,"edu1_5","type_1_2","fm|4|3","Male","V"
12684,"17297","csp_7_7",74,FALSE,"edu1_3","type_2_1","fm|4|4","Male","V"
12685,"17297","csp_7_7",72,FALSE,"edu1_2","type_2_1","fm|1|2","Female","V"
12688,"17298","csp_7_7",67,FALSE,"edu1_3","type_2_1","fm|1|2","Female","V"
12689,"17299","csp_5_2",44,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
12690,"17299","csp_7_7",65,FALSE,"edu3","type_2_1","fm|4|4","Female","A"
12691,"17299","csp_7_8",73,FALSE,"edu2","type_2_1","fm|4|4","Female","V"
12693,"17299","csp_7_8",64,FALSE,"edu1_3","type_2_1","fm|4|3","Male","V"
12695,"17299","csp_7_7",66,FALSE,"edu1_3","type_2_1","fm|1|1","Male","V"
12696,"17299","csp_7_7",93,FALSE,"edu1_2","type_2_1","fm|1|2","Female","V"
12699,"17299","csp_2_1",48,FALSE,"edu1_7","type_1_1","fm|4|1","Female","A"
12700,"17299","csp_7_8",67,FALSE,"edu1_1","type_2_1","fm|4|4","Male","A"
12701,"17299","csp_8_4",21,TRUE,"edu1_4","type_2_2","fm|3|2","Female","A"
12703,"17299","csp_7_4",69,FALSE,"edu1_1","type_2_1","fm|1|1","Male","V"
12704,"17299","csp_4_3",48,FALSE,"edu1_5","type_1_1","fm|4|2","Male","V"
12705,"17299","csp_5_6",42,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
12710,"17299","csp_3_1",32,TRUE,"edu1_8","type_1_1","fm|4|1","Female","A"
12712,"17299","csp_8_1",30,FALSE,"edu1_6","type_1_2","fm|3|2","Female","A"
12714,"17299","csp_5_4",54,FALSE,"edu1_3","type_1_1","fm|4|1","Female","V"
12716,"17299","csp_7_8",62,FALSE,"edu3","type_2_1","fm|4|2","Female","V"
12717,"17299","csp_7_2",83,FALSE,"edu1_1","type_2_1","fm|4|4","Female","V"
12718,"17299","csp_7_7",62,FALSE,"edu1_3","type_2_1","fm|1|1","Male","V"
12723,"17299","csp_6_3",25,FALSE,"edu1_3","type_1_1","fm|4|1","Male","V"
12725,"17299","csp_4_8",31,FALSE,"edu1_7","type_1_1","fm|4|2","Male","A"
12727,"17300","csp_7_8",87,FALSE,"edu1_1","type_2_1","fm|4|4","Female","V"
12730,"17300","csp_6_8",64,FALSE,"edu1_1","type_1_1","fm|4|3","Female","V"
12733,"17300","csp_3_4",54,FALSE,"edu1_8","type_1_1","fm|4|3","Female","V"
12736,"17300","csp_6_7",45,FALSE,"edu1_2","type_1_1","fm|3|2","Female","V"
12737,"17300","csp_7_7",69,FALSE,"edu1_3","type_2_1","fm|4|4","Female","V"
12738,"17300","csp_8_5",15,FALSE,"edu3","type_2_2","fm|4|3","Male","A"
12740,"17300","csp_7_5",81,FALSE,"edu1_8","type_2_1","fm|4|4","Male","V"
12746,"17300","csp_8_5",47,FALSE,"edu1_2","type_2_5","fm|4|1","Male","A"
12750,"17300","csp_7_8",69,FALSE,"edu1_1","type_2_1","fm|4|3","Male","A"
12752,"17300","csp_7_7",90,FALSE,"edu3","type_2_1","fm|4|4","Female","V"
12753,"17300","csp_4_6",50,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
12754,"17300","csp_7_5",63,FALSE,"edu1_4","type_2_1","fm|4|4","Male","A"
12756,"17300","csp_3_4",33,FALSE,"edu1_8","type_1_1","fm|4|1","Male","A"
12759,"17300","csp_7_5",76,FALSE,"edu1_6","type_2_1","fm|1|1","Male","V"
12762,"17300","csp_3_4",30,TRUE,"edu1_8","type_1_1","fm|2|0","Female","A"
12763,"17300","csp_5_4",54,FALSE,"edu1_3","type_1_1","fm|4|1","Female","V"
12767,"17300","csp_7_5",70,FALSE,"edu1_3","type_2_1","fm|4|4","Male","A"
12768,"17300","csp_8_5",16,TRUE,"edu3","type_2_2","fm|3|2","Female","A"
12769,"17300","csp_8_4",18,TRUE,"edu1_2","type_2_2","fm|4|3","Male","A"
12772,"17300","csp_7_7",82,FALSE,"edu1_6","type_2_1","fm|4|4","Male","V"
12774,"17300","csp_4_6",29,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
12779,"17300","csp_7_7",90,FALSE,"edu1_6","type_2_1","fm|4|4","Female","V"
12781,"17300","csp_5_2",38,FALSE,"edu1_4","type_1_1","fm|4|1","Female","A"
12786,"17300","csp_3_1",59,FALSE,"edu1_8","type_1_1","fm|4|2","Male","V"
12788,"17300","csp_7_8",90,FALSE,"edu3","type_2_1","fm|4|4","Male","V"
12789,"17300","csp_8_5",49,FALSE,"edu2","type_2_4","fm|4|2","Female","A"
12797,"17300","csp_4_6",41,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
12801,"17300","csp_7_4",57,FALSE,"edu1_4","type_2_1","fm|4|4","Female","A"
12802,"17300","csp_3_4",58,FALSE,"edu1_7","type_1_1","fm|1|2","Female","V"
12803,"17300","csp_7_7",95,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
12805,"17300","csp_4_6",32,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
12806,"17300","csp_7_1",76,FALSE,"edu1_3","type_2_1","fm|3|2","Female","V"
12809,"17300","csp_4_5",52,FALSE,"edu1_6","type_1_1","fm|1|1","Male","A"
12813,"17300","csp_7_8",74,FALSE,"edu1_3","type_2_1","fm|4|4","Male","A"
12814,"17300","csp_8_5",16,TRUE,"edu3","type_2_2","fm|3|2","Female","A"
12815,"17300","csp_2_1",56,FALSE,"edu3","type_1_1","fm|1|1","Male","A"
12818,"17300","csp_5_4",33,FALSE,"edu1_7","type_1_1","fm|1|1","Male","A"
12820,"17300","csp_8_4",23,TRUE,"edu1_5","type_2_2","fm|1|1","Male","A"
12830,"17300","csp_4_2",32,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
12833,"17300","csp_5_6",21,FALSE,"edu1_4","type_1_1","fm|1|1","Male","A"
12835,"17300","csp_7_7",68,FALSE,"edu1_3","type_2_1","fm|3|2","Male","V"
12836,"17300","csp_5_4",58,FALSE,"edu1_3","type_1_1","fm|4|1","Female","V"
12838,"17300","csp_8_5",19,TRUE,"edu3","type_2_5","fm|4|3","Female","A"
12841,"17300","csp_7_1",80,FALSE,"edu1_2","type_2_1","fm|4|4","Female","V"
12842,"17300","csp_6_7",28,FALSE,"edu1_6","type_1_1","fm|1|1","Male","A"
12843,"17300","csp_5_6",73,FALSE,"edu1_3","type_1_1","fm|2|0","Female","V"
12845,"17300","csp_8_5",40,FALSE,"edu1_4","type_2_4","fm|3|2","Female","A"
12848,"17300","csp_7_7",69,FALSE,"edu1_2","type_2_1","fm|4|4","Male","V"
12851,"17300","csp_7_7",67,FALSE,"edu1_4","type_2_1","fm|1|2","Female","V"
12855,"17300","csp_8_6",59,FALSE,"edu1_3","type_2_5","fm|4|3","Male","A"
12856,"17300","csp_7_7",93,FALSE,"edu1_9","type_2_1","fm|4|1","Female","V"
12857,"17300","csp_7_5",93,FALSE,"edu1_8","type_2_1","fm|1|2","Female","V"
12858,"17300","csp_4_6",24,TRUE,"edu1_5","type_1_1","fm|1|2","Female","A"
12860,"17300","csp_7_8",63,FALSE,"edu1_4","type_2_1","fm|3|2","Male","V"
12863,"17300","csp_8_5",16,TRUE,"edu3","type_2_2","fm|3|2","Female","A"
12865,"17300","csp_4_6",28,FALSE,"edu1_8","type_1_1","fm|4|1","Female","A"
12866,"17300","csp_7_7",80,FALSE,"edu1_3","type_2_1","fm|1|2","Female","V"
12867,"17300","csp_4_8",54,FALSE,"edu1_5","type_1_2","fm|3|2","Female","V"
12868,"17300","csp_4_2",48,FALSE,"edu1_5","type_1_1","fm|4|1","Male","A"
12869,"17300","csp_7_5",68,FALSE,"edu1_4","type_2_1","fm|1|2","Female","V"
12870,"17300","csp_7_5",77,FALSE,"edu1_5","type_2_1","fm|1|2","Female","V"
12872,"17300","csp_8_6",86,FALSE,"edu3","type_2_4","fm|1|2","Female","A"
12876,"17302","csp_5_5",26,FALSE,"edu1_5","type_1_2","fm|4|4","Female","A"
12886,"17306","csp_8_6",63,FALSE,"edu1_1","type_2_5","fm|1|1","Male","A"
12888,"17306","csp_4_6",55,FALSE,"edu1_6","type_1_1","fm|1|2","Female","V"
12889,"17306","csp_8_4",23,FALSE,"edu1_4","type_2_2","fm|2|0","Male","A"
12890,"17306","csp_7_8",67,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
12891,"17306","csp_8_6",84,FALSE,"edu1_1","type_2_4","fm|4|4","Female","V"
12895,"17306","csp_5_6",42,FALSE,"edu1_4","type_1_1","fm|4|1","Female","V"
12896,"17306","csp_8_4",28,TRUE,"edu1_3","type_2_2","fm|4|2","Female","V"
12899,"17306","csp_7_4",84,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
12902,"17307","csp_8_4",21,TRUE,"edu1_4","type_2_2","fm|1|2","Female","V"
12903,"17307","csp_5_4",27,FALSE,"edu1_6","type_1_1","fm|3|2","Female","V"
12904,"17308","csp_5_6",27,FALSE,"edu1_8","type_1_2","fm|1|2","Female","A"
12905,"17308","csp_7_7",79,FALSE,"edu1_4","type_2_1","fm|4|4","Female","V"
12907,"17309","csp_8_5",57,FALSE,"edu1_4","type_2_4","fm|4|2","Female","A"
12908,"17309","csp_8_5",39,TRUE,"edu1","type_2_5","fm|1|2","Female","V"
12909,"17310","csp_8_1",19,FALSE,"edu3","type_1_2","fm|3|2","Female","V"
12910,"17310","csp_8_6",60,FALSE,"edu1_2","type_2_5","fm|1|2","Female","V"
12915,"17311","csp_7_5",80,FALSE,"edu3","type_2_1","fm|3|2","Female","V"
12919,"17313","csp_4_7",41,FALSE,"edu1_7","type_1_1","fm|4|1","Female","V"
12924,"17315","csp_8_4",19,TRUE,"edu1_2","type_2_2","fm|3|1","Female","V"
12928,"17318","csp_8_5",16,TRUE,"edu3","type_2_2","fm|3|2","Female","A"
12929,"17320","csp_8_4",20,TRUE,"edu1_4","type_2_2","fm|4|1","Male","A"
12930,"17323","csp_4_6",53,FALSE,"edu1_6","type_1_1","fm|4|1","Female","V"
12931,"17324","csp_7_4",73,FALSE,"edu1_8","type_2_1","fm|4|4","Male","A"
12932,"17325","csp_8_4",16,TRUE,"edu3","type_2_2","fm|4|2","Male","A"
12933,"17325","csp_7_1",76,FALSE,"edu1_3","type_2_1","fm|1|1","Male","V"
12936,"17333","csp_5_4",38,FALSE,"edu1_7","type_1_1","fm|4|1","Male","A"
12938,"17333","csp_6_9",57,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
12939,"17336","csp_4_3",58,FALSE,"edu1_6","type_1_1","fm|4|1","Female","A"
12940,"17336","csp_4_5",54,FALSE,"edu1_3","type_1_1","fm|1|1","Male","A"
12941,"17336","csp_5_5",28,FALSE,"edu1_6","type_1_1","fm|4|2","Male","A"
12942,"17337","csp_1_1",34,FALSE,"edu1_6","type_1_1","fm|4|1","Male","V"
12943,"17337","csp_5_4",52,FALSE,"edu1_6","type_1_1","fm|3|2","Female","V"
12944,"17337","csp_7_7",69,FALSE,"edu3","type_2_1","fm|4|4","Female","V"
12946,"17338","csp_7_5",75,FALSE,"edu1_6","type_2_1","fm|4|4","Female","V"
12948,"17338","csp_1_3",33,FALSE,"edu1_6","type_1_1","fm|4|2","Male","V"
12949,"17338","csp_8_5",59,TRUE,"edu2","type_2_4","fm|1|2","Female","V"
12950,"17339","csp_8_6",83,FALSE,"edu2","type_2_4","fm|1|2","Female","V"
12951,"17340","csp_5_3",32,FALSE,"edu1_8","type_1_1","fm|1|1","Male","A"
12952,"17341","csp_5_4",52,FALSE,"edu1_7","type_1_1","fm|4|1","Female","V"
12953,"17342","csp_7_2",77,FALSE,"edu1_4","type_2_1","fm|1|2","Female","V"
12954,"17346","csp_5_6",54,FALSE,"edu1_4","type_1_1","fm|4|3","Female","V"
12955,"17346","csp_7_7",79,FALSE,"edu1_1","type_2_1","fm|4|4","Female","V"
12958,"17347","csp_7_4",91,FALSE,"edu3","type_2_1","fm|1|2","Female","V"
12959,"17347","csp_7_4",74,FALSE,"edu1_9","type_2_1","fm|1|1","Male","A"
12960,"17347","csp_8_5",20,FALSE,"edu1_4","type_2_5","fm|3|2","Female","A"
12961,"17347","csp_6_3",30,FALSE,"edu1_4","type_1_1","fm|4|1","Male","V"
12962,"17347","csp_4_8",55,FALSE,"edu1_4","type_1_1","fm|4|1","Male","V"
12964,"17349","csp_7_7",68,FALSE,"edu1_1","type_2_1","fm|4|4","Female","V"
12965,"17349","csp_3_8",60,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
12966,"17349","csp_3_3",43,FALSE,"edu1_7","type_1_1","fm|4|1","Female","V"
12967,"17349","csp_3_4",42,FALSE,"edu1_8","type_1_1","fm|4|1","Male","V"
12968,"17349","csp_5_2",44,FALSE,"edu1_3","type_1_1","fm|4|1","Female","A"
12969,"17351","csp_6_9",28,FALSE,"edu1_4","type_1_1","fm|4|1","Male","V"
12970,"17351","csp_4_5",56,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
12972,"17351","csp_7_8",77,FALSE,"edu1_3","type_2_1","fm|4|4","Female","V"
12977,"17354","csp_4_7",52,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
12980,"17360","csp_4_3",34,FALSE,"edu1_6","type_1_2","fm|4|4","Female","A"
12982,"17360","csp_7_8",76,FALSE,"edu1_1","type_2_1","fm|4|4","Male","V"
12983,"17360","csp_7_5",71,FALSE,"edu1_7","type_2_1","fm|4|4","Male","V"
12985,"17360","csp_8_6",76,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
12986,"17363","csp_7_8",91,FALSE,"edu1","type_2_1","fm|1|2","Female","V"
12987,"17363","csp_5_5",24,FALSE,"edu1_6","type_1_1","fm|4|1","Male","A"
12989,"17365","csp_4_5",34,FALSE,"edu1_4","type_1_1","fm|4|1","Male","A"
12994,"17369","csp_7_7",80,FALSE,"edu1_1","type_2_1","fm|1|2","Female","V"
12997,"17375","csp_7_7",68,FALSE,"edu1_4","type_2_1","fm|1|2","Female","V"
12998,"17376","csp_7_5",84,FALSE,"edu1_2","type_2_1","fm|4|4","Male","V"
13000,"17378","csp_2_1",66,FALSE,"edu1_6","type_1_1","fm|4|2","Male","A"
13003,"17380","csp_7_1",88,FALSE,"edu2","type_2_1","fm|4|4","Male","V"
13004,"17380","csp_7_4",73,FALSE,"edu1_8","type_2_1","fm|4|4","Male","V"
13008,"17385","csp_8_5",19,FALSE,"edu1_5","type_2_5","fm|4|1","Female","A"
13009,"17385","csp_5_5",61,FALSE,"edu3","type_1_1","fm|4|1","Female","V"
13012,"17385","csp_7_7",68,FALSE,"edu1_1","type_2_1","fm|4|4","Female","A"
13014,"17385","csp_2_1",58,FALSE,"edu1_3","type_1_1","fm|1|1","Male","A"
13015,"17385","csp_7_7",83,FALSE,"edu3","type_2_1","fm|1|1","Male","A"
13016,"17385","csp_4_7",45,FALSE,"edu1_4","type_1_1","fm|4|1","Female","V"
