PRIMARY_KEY,Emp
18857,"temp-1-6"
18858,"temp-1-6"
18862,"temp-1-6"
18864,"temp-1-6"
18869,"temp-1-6"
18876,"temp-1-6"
18877,"temp-1-2"
18880,"temp-1-6"
18888,"temp-1-6"
18890,"temp-1-6"
18896,"temp-1-6"
18904,"temp-1-6"
18907,"temp-1-6"
18912,"temp-1-6"
18917,"temp-1-6"
18918,"temp-1-6"
18927,"temp-1-6"
18930,"temp-1-6"
18931,"temp-1-6"
18934,"temp-1-6"
18935,"temp-1-6"
18940,"temp-1-6"
18955,"temp-2-1"
18964,"temp-1-6"
18965,"temp-2-1"
18967,"temp-1-6"
18970,"temp-1-6"
18971,"temp-1-2"
18974,"temp-1-6"
18975,"temp-1-5"
18979,"temp-1-5"
18986,"temp-2-1"
18993,"temp-1-6"
18995,"temp-1-6"
19001,"temp-1-6"
19002,"temp-1-6"
19007,"temp-2-1"
19009,"temp-1-6"
19011,"temp-1-5"
19012,"temp-2-2"
19018,"temp-1-6"
19019,"temp-2-1"
19020,"temp-2-1"
19021,"temp-1-6"
19023,"temp-1-6"
19024,"temp-1-5"
19025,"temp-1-6"
19026,"temp-1-6"
19029,"temp-1-6"
19040,"temp-1-6"
19041,"temp-1-6"
19051,"temp-1-6"
19052,"temp-1-6"
19054,"temp-2-2"
19058,"temp-2-1"
19084,"temp-2-2"
19101,"temp-1-6"
19102,"temp-1-6"
19103,"temp-1-6"
19108,"temp-1-6"
19109,"temp-1-5"
19112,"temp-1-6"
19118,"temp-2-1"
19119,"temp-1-6"
19121,"temp-1-6"
19128,"temp-1-6"
19129,"temp-1-6"
19134,"temp-1-6"
19136,"temp-1-6"
19138,"temp-1-6"
19139,"temp-1-6"
19141,"temp-1-6"
19149,"temp-1-6"
19156,"temp-1-1"
19159,"temp-1-6"
19160,"temp-1-6"
19162,"temp-1-6"
19166,"temp-1-6"
19172,"temp-2-1"
19173,"temp-1-6"
19178,"temp-1-6"
19179,"temp-1-5"
19186,"temp-1-5"
19187,"temp-1-6"
19190,"temp-1-6"
19208,"temp-1-6"
19209,"temp-1-6"
19211,"temp-1-6"
19220,"temp-1-6"
19228,"temp-1-6"
19244,"temp-1-6"
19246,"temp-1-6"
19250,"temp-1-6"
19252,"temp-1-6"
19255,"temp-2-2"
19257,"temp-1-6"
19261,"temp-1-6"
19262,"temp-1-6"
19265,"temp-1-6"
19269,"temp-1-6"
19291,"temp-1-6"
19295,"temp-1-6"
19296,"temp-1-6"
19298,"temp-1-6"
19300,"temp-1-6"
19306,"temp-1-6"
19307,"temp-2-2"
19316,"temp-1-6"
19319,"temp-1-6"
19320,"temp-1-6"
19333,"temp-1-6"
19334,"temp-1-6"
19336,"temp-1-5"
19344,"temp-1-6"
19349,"temp-1-6"
19353,"temp-2-1"
19359,"temp-1-6"
19365,"temp-2-1"
19369,"temp-1-6"
19373,"temp-1-6"
19381,"temp-1-6"
19382,"temp-1-2"
19386,"temp-1-6"
19389,"temp-1-6"
19390,"temp-1-6"
19393,"temp-1-6"
19394,"temp-1-6"
19403,"temp-1-6"
19410,"temp-1-6"
19412,"temp-1-6"
19422,"temp-2-2"
19426,"temp-1-6"
19440,"temp-1-6"
19447,"temp-1-6"
19455,"temp-1-6"
19458,"temp-1-6"
19463,"temp-1-6"
19472,"temp-1-6"
19474,"temp-1-6"
19481,"temp-1-6"
19487,"temp-1-6"
19489,"temp-1-6"
19495,"temp-1-6"
19497,"temp-1-6"
19501,"temp-1-6"
19503,"temp-1-1"
19505,"temp-2-2"
19506,"temp-1-6"
19511,"temp-1-6"
19513,"temp-1-6"
19516,"temp-1-5"
19517,"temp-1-6"
19519,"temp-1-6"
19528,"temp-1-2"
19534,"temp-1-6"
19539,"temp-1-6"
19551,"temp-1-5"
19557,"temp-2-2"
19558,"temp-1-1"
19563,"temp-1-6"
19564,"temp-1-6"
19567,"temp-1-5"
19571,"temp-1-6"
19572,"temp-2-1"
19573,"temp-1-5"
19583,"temp-1-6"
19593,"temp-1-6"
19595,"temp-1-6"
19600,"temp-2-1"
19602,"temp-1-6"
19606,"temp-1-1"
19607,"temp-1-6"
19608,"temp-1-6"
19619,"temp-1-6"
19628,"temp-2-1"
19630,"temp-1-6"
19636,"temp-1-6"
19642,"temp-1-6"
19643,"temp-1-5"
19645,"temp-1-6"
19651,"temp-1-6"
19667,"temp-1-6"
19673,"temp-1-6"
19676,"temp-1-6"
19677,"temp-2-1"
19684,"temp-1-6"
19686,"temp-1-2"
19688,"temp-1-6"
19693,"temp-1-6"
19694,"temp-1-6"
19701,"temp-1-5"
19703,"temp-1-6"
19705,"temp-1-6"
19706,"temp-1-6"
19707,"temp-2-2"
19708,"temp-1-6"
19712,"temp-1-6"
19714,"temp-1-6"
19716,"temp-1-6"
19720,"temp-2-2"
19727,"temp-1-6"
19728,"temp-1-6"
19729,"temp-1-6"
19732,"temp-1-6"
19740,"temp-2-1"
19741,"temp-1-6"
19745,"temp-1-6"
19765,"temp-1-6"
19770,"temp-1-6"
19771,"temp-1-6"
19772,"temp-1-6"
19783,"temp-1-5"
19786,"temp-1-6"
19790,"temp-1-6"
19793,"temp-1-6"
19794,"temp-1-6"
19796,"temp-1-6"
19801,"temp-1-6"
19804,"temp-1-6"
19812,"temp-1-6"
19821,"temp-1-6"
19823,"temp-1-6"
19827,"temp-1-6"
19831,"temp-1-6"
19833,"temp-2-1"
19834,"temp-1-6"
19850,"temp-1-6"
19852,"temp-1-6"
19853,"temp-2-2"
19861,"temp-1-6"
19862,"temp-1-6"
19863,"temp-1-6"
19877,"temp-1-6"
19899,"temp-1-6"
19901,"temp-1-6"
19903,"temp-2-1"
19905,"temp-1-5"
19907,"temp-1-6"
19913,"temp-2-1"
19917,"temp-1-6"
19919,"temp-1-6"
19922,"temp-1-6"
19926,"temp-1-1"
19929,"temp-1-6"
19934,"temp-1-6"
19936,"temp-1-6"
19937,"temp-1-6"
19943,"temp-2-2"
19950,"temp-1-6"
19957,"temp-1-5"
19962,"temp-1-6"
19966,"temp-1-6"
19968,"temp-1-6"
19977,"temp-1-6"
19980,"temp-1-6"
19982,"temp-1-6"
19984,"temp-2-1"
19987,"temp-1-6"
19991,"temp-1-6"
19995,"temp-1-6"
19998,"temp-2-2"
20002,"temp-1-6"
20003,"temp-1-6"
20004,"temp-1-6"
20009,"temp-1-3"
20014,"temp-1-6"
20018,"temp-1-3"
20023,"temp-1-6"
20029,"temp-1-6"
20031,"temp-1-5"
20032,"temp-1-6"
20034,"temp-2-2"
20039,"temp-1-6"
20047,"temp-1-6"
20051,"temp-2-1"
20054,"temp-1-6"
20060,"temp-1-6"
20063,"temp-1-6"
20067,"temp-1-6"
20069,"temp-1-6"
20071,"temp-1-6"
20072,"temp-1-6"
20076,"temp-1-6"
20078,"temp-1-6"
20082,"temp-2-2"
20085,"temp-2-1"
20087,"temp-1-6"
20092,"temp-1-6"
20095,"temp-1-6"
20096,"temp-1-6"
20100,"temp-1-6"
20102,"temp-2-1"
20108,"temp-1-6"
20121,"temp-2-2"
20122,"temp-1-6"
20123,"temp-1-6"
20134,"temp-1-6"
20137,"temp-1-6"
20138,"temp-1-6"
20142,"temp-2-1"
20147,"temp-2-2"
20151,"temp-1-5"
20152,"temp-1-6"
20154,"temp-1-5"
20163,"temp-2-2"
20164,"temp-1-6"
20174,"temp-1-6"
20180,"temp-1-6"
20181,"temp-1-5"
20187,"temp-1-6"
20188,"temp-2-1"
20192,"temp-1-5"
20193,"temp-1-6"
20195,"temp-1-6"
20196,"temp-1-6"
20199,"temp-1-6"
20203,"temp-1-6"
20204,"temp-2-2"
20209,"temp-1-6"
20219,"temp-1-6"
20220,"temp-1-6"
20221,"temp-1-6"
20222,"temp-1-6"
20223,"temp-2-1"
20235,"temp-1-2"
20239,"temp-1-5"
20242,"temp-1-6"
20248,"temp-1-5"
20261,"temp-2-2"
20266,"temp-1-6"
20273,"temp-1-6"
20284,"temp-1-6"
20289,"temp-1-6"
20294,"temp-1-6"
20302,"temp-1-6"
20308,"temp-1-6"
20311,"temp-1-6"
20315,"temp-1-1"
20316,"temp-1-5"
20319,"temp-1-6"
20327,"temp-1-6"
20330,"temp-1-6"
20331,"temp-1-6"
20345,"temp-1-6"
20348,"temp-1-6"
20352,"temp-1-6"
20363,"temp-1-6"
20366,"temp-1-6"
20369,"temp-1-5"
20373,"temp-1-6"
20380,"temp-1-6"
20383,"temp-1-6"
20388,"temp-2-2"
20392,"temp-1-6"
20408,"temp-2-1"
20411,"temp-1-6"
20415,"temp-1-5"
20420,"temp-1-6"
20425,"temp-1-5"
20428,"temp-1-2"
20433,"temp-2-1"
20448,"temp-1-6"
20450,"temp-1-5"
20456,"temp-1-6"
20463,"temp-1-6"
20467,"temp-1-6"
20474,"temp-1-1"
20475,"temp-1-6"
20484,"temp-1-6"
20485,"temp-1-6"
20489,"temp-1-6"
20490,"temp-1-6"
20503,"temp-1-2"
20508,"temp-2-2"
20510,"temp-1-6"
20512,"temp-1-6"
20514,"temp-1-6"
20517,"temp-1-6"
20519,"temp-1-1"
20524,"temp-1-6"
20525,"temp-1-6"
20527,"temp-1-3"
20531,"temp-1-6"
20538,"temp-1-6"
20540,"temp-1-6"
20543,"temp-2-2"
20547,"temp-1-6"
20550,"temp-2-2"
20557,"temp-1-1"
20558,"temp-1-5"
20559,"temp-1-6"
20567,"temp-1-6"
20569,"temp-1-6"
20576,"temp-1-6"
20590,"temp-1-6"
20594,"temp-1-5"
20597,"temp-1-6"
20599,"temp-1-6"
20600,"temp-1-1"
20601,"temp-1-6"
20603,"temp-1-5"
20604,"temp-1-6"
20610,"temp-1-6"
20612,"temp-1-5"
20615,"temp-1-6"
20617,"temp-1-6"
20619,"temp-1-3"
20623,"temp-1-6"
20626,"temp-1-6"
20627,"temp-1-6"
20632,"temp-2-1"
20641,"temp-1-6"
20646,"temp-1-6"
20650,"temp-1-6"
20654,"temp-1-6"
20659,"temp-1-6"
20664,"temp-1-6"
20665,"temp-2-1"
20666,"temp-1-6"
20678,"temp-1-6"
20680,"temp-1-6"
20692,"temp-1-6"
20694,"temp-1-6"
20697,"temp-1-6"
20703,"temp-1-5"
20706,"temp-1-5"
20719,"temp-1-6"
20721,"temp-1-5"
20726,"temp-1-6"
20736,"temp-1-5"
20740,"temp-1-6"
20756,"temp-1-6"
20757,"temp-1-6"
20763,"temp-2-2"
20765,"temp-1-6"
20769,"temp-1-6"
20771,"temp-2-2"
20781,"temp-1-5"
20784,"temp-1-6"
20786,"temp-1-6"
20787,"temp-1-6"
20790,"temp-1-6"
20799,"temp-1-5"
20803,"temp-1-6"
20804,"temp-1-6"
20825,"temp-1-5"
20830,"temp-1-1"
20836,"temp-2-2"
20852,"temp-1-6"
20862,"temp-1-6"
20866,"temp-1-5"
20876,"temp-1-6"
20880,"temp-1-6"
20889,"temp-1-6"
20891,"temp-1-6"
20892,"temp-1-6"
20895,"temp-1-6"
20898,"temp-1-6"
20900,"temp-1-6"
20902,"temp-1-6"
20907,"temp-1-6"
20911,"temp-1-5"
20913,"temp-1-6"
20914,"temp-1-6"
20917,"temp-1-6"
20922,"temp-2-2"
20927,"temp-1-6"
20929,"temp-1-6"
20934,"temp-1-6"
20936,"temp-1-6"
20943,"temp-1-6"
20945,"temp-1-6"
20946,"temp-1-6"
20952,"temp-1-6"
20956,"temp-1-6"
20960,"temp-1-6"
20970,"temp-1-6"
20975,"temp-1-6"
20987,"temp-1-6"
20992,"temp-2-2"
20999,"temp-1-6"
21005,"temp-1-6"
21009,"temp-1-6"
21016,"temp-1-5"
21025,"temp-1-6"
21029,"temp-1-6"
21034,"temp-1-6"
21046,"temp-1-6"
21050,"temp-1-6"
21055,"temp-1-2"
21070,"temp-1-6"
21072,"temp-2-1"
21075,"temp-1-6"
21077,"temp-1-6"
21085,"temp-2-1"
21089,"temp-1-6"
21093,"temp-2-1"
21094,"temp-1-5"
21097,"temp-1-6"
21102,"temp-1-6"
21104,"temp-2-1"
21110,"temp-1-6"
21111,"temp-1-5"
21124,"temp-1-6"
21126,"temp-1-6"
21130,"temp-1-5"
21132,"temp-2-1"
21133,"temp-1-6"
21134,"temp-1-6"
21139,"temp-1-1"
21152,"temp-1-6"
21156,"temp-1-6"
21161,"temp-2-1"
21163,"temp-1-6"
21171,"temp-2-1"
21184,"temp-1-6"
21188,"temp-1-6"
21191,"temp-1-2"
21195,"temp-2-2"
21207,"temp-1-6"
21216,"temp-1-6"
21236,"temp-1-6"
21242,"temp-1-4"
21245,"temp-1-6"
21250,"temp-1-6"
21260,"temp-1-6"
21262,"temp-1-5"
21268,"temp-1-6"
21271,"temp-1-6"
21272,"temp-1-6"
21274,"temp-1-6"
21288,"temp-1-6"
21293,"temp-1-6"
21295,"temp-1-6"
21301,"temp-2-1"
21306,"temp-1-6"
21315,"temp-2-1"
21316,"temp-1-6"
21317,"temp-1-6"
21319,"temp-1-6"
21320,"temp-1-6"
21322,"temp-1-6"
21326,"temp-1-6"
21338,"temp-2-1"
21351,"temp-1-6"
21355,"temp-1-6"
21359,"temp-1-6"
21363,"temp-2-1"
21364,"temp-1-6"
21365,"temp-1-6"
21366,"temp-1-6"
21368,"temp-1-6"
21369,"temp-1-6"
21374,"temp-1-6"
21379,"temp-1-6"
21380,"temp-1-6"
21381,"temp-2-1"
21383,"temp-1-6"
21387,"temp-1-5"
21390,"temp-1-6"
21391,"temp-2-1"
21394,"temp-1-6"
21395,"temp-1-6"
21396,"temp-2-1"
21402,"temp-1-6"
21405,"temp-1-6"
21409,"temp-1-6"
21419,"temp-1-6"
21420,"temp-1-6"
21422,"temp-1-6"
21425,"temp-1-6"
21431,"temp-1-6"
21432,"temp-1-5"
21436,"temp-1-5"
21439,"temp-2-1"
21443,"temp-1-6"
21444,"temp-1-6"
21450,"temp-1-6"
21454,"temp-1-6"
21457,"temp-2-2"
21459,"temp-1-6"
21461,"temp-1-6"
21472,"temp-1-6"
21479,"temp-1-6"
21489,"temp-1-6"
21492,"temp-1-5"
21494,"temp-2-1"
21495,"temp-1-6"
21496,"temp-2-2"
21512,"temp-1-6"
21514,"temp-1-5"
21515,"temp-1-6"
21518,"temp-1-6"
21525,"temp-1-6"
21529,"temp-1-6"
21541,"temp-1-6"
21557,"temp-1-6"
21566,"temp-1-6"
21572,"temp-1-6"
21585,"temp-1-6"
21592,"temp-1-6"
21597,"temp-2-1"
21599,"temp-1-6"
21601,"temp-1-6"
21603,"temp-2-1"
21605,"temp-1-6"
21614,"temp-1-6"
21621,"temp-1-4"
21629,"temp-1-6"
21637,"temp-1-6"
21639,"temp-1-6"
21649,"temp-1-6"
21650,"temp-1-6"
21652,"temp-2-1"
21657,"temp-2-1"
21659,"temp-1-6"
21661,"temp-1-6"
21665,"temp-1-6"
21666,"temp-2-1"
21672,"temp-1-6"
21676,"temp-1-6"
21677,"temp-2-2"
21680,"temp-1-6"
21684,"temp-1-6"
21694,"temp-1-6"
21696,"temp-2-1"
21701,"temp-1-6"
21704,"temp-1-6"
21705,"temp-2-1"
21707,"temp-1-6"
21710,"temp-1-6"
21712,"temp-1-6"
21714,"temp-2-1"
21716,"temp-1-5"
21722,"temp-1-6"
21732,"temp-1-6"
21734,"temp-1-5"
21737,"temp-1-6"
21748,"temp-1-6"
21756,"temp-1-6"
21759,"temp-1-6"
21763,"temp-1-6"
21788,"temp-1-6"
21790,"temp-2-2"
21793,"temp-1-6"
21796,"temp-1-6"
21799,"temp-1-6"
21801,"temp-2-2"
21803,"temp-1-6"
21805,"temp-2-1"
21808,"temp-2-1"
21809,"temp-1-6"
21823,"temp-1-6"
21828,"temp-1-6"
21840,"temp-1-6"
21844,"temp-1-6"
21847,"temp-1-6"
21848,"temp-1-6"
21853,"temp-2-1"
21856,"temp-1-6"
21863,"temp-1-6"
21869,"temp-1-6"
21873,"temp-1-6"
21879,"temp-1-6"
21880,"temp-1-6"
21884,"temp-1-6"
21888,"temp-1-1"
21891,"temp-1-6"
21903,"temp-1-6"
21907,"temp-1-6"
21910,"temp-1-6"
21920,"temp-2-2"
21923,"temp-1-5"
21927,"temp-1-6"
21932,"temp-1-5"
21943,"temp-1-6"
21944,"temp-1-6"
21951,"temp-1-6"
21959,"temp-1-6"
21965,"temp-1-6"
21972,"temp-1-6"
21983,"temp-1-1"
21984,"temp-1-1"
21989,"temp-1-6"
21990,"temp-1-6"
21992,"temp-1-6"
21995,"temp-1-6"
21998,"temp-2-2"
22000,"temp-2-2"
22007,"temp-2-2"
22011,"temp-1-6"
22013,"temp-1-6"
22021,"temp-1-5"
22023,"temp-2-2"
22027,"temp-1-6"
22030,"temp-1-3"
22032,"temp-1-6"
22033,"temp-1-5"
22035,"temp-1-5"
22037,"temp-1-6"
22038,"temp-1-3"
22040,"temp-1-6"
22045,"temp-1-5"
22048,"temp-1-6"
22058,"temp-1-6"
22059,"temp-1-6"
22064,"temp-1-6"
22070,"temp-1-6"
22083,"temp-1-6"
22085,"temp-1-6"
22087,"temp-1-6"
22093,"temp-1-6"
22094,"temp-1-6"
22103,"temp-1-6"
22112,"temp-1-6"
22113,"temp-1-6"
22120,"temp-1-2"
22125,"temp-2-1"
22129,"temp-1-6"
22135,"temp-2-1"
22137,"temp-1-6"
22142,"temp-2-1"
22144,"temp-1-6"
22154,"temp-1-6"
22156,"temp-2-1"
22161,"temp-1-6"
22162,"temp-1-6"
22180,"temp-1-6"
22194,"temp-1-5"
22200,"temp-1-6"
22205,"temp-1-6"
22206,"temp-1-6"
22218,"temp-1-6"
22221,"temp-1-6"
22222,"temp-1-6"
22224,"temp-1-6"
22238,"temp-2-1"
22241,"temp-1-6"
22243,"temp-1-3"
22244,"temp-1-5"
22247,"temp-1-6"
22249,"temp-1-6"
22257,"temp-1-6"
22262,"temp-1-6"
22274,"temp-1-6"
22298,"temp-1-6"
22301,"temp-1-6"
22302,"temp-1-6"
22303,"temp-2-1"
22304,"temp-1-6"
22309,"temp-1-5"
22310,"temp-1-6"
22317,"temp-1-6"
22322,"temp-1-6"
22325,"temp-1-6"
22332,"temp-1-5"
22343,"temp-2-1"
22349,"temp-1-6"
22353,"temp-1-6"
22358,"temp-1-6"
22366,"temp-1-6"
22367,"temp-1-6"
22373,"temp-2-1"
22379,"temp-1-5"
22381,"temp-2-1"
22383,"temp-1-6"
22391,"temp-1-6"
22392,"temp-1-6"
22393,"temp-1-2"
22396,"temp-1-6"
22404,"temp-1-6"
22406,"temp-1-6"
22407,"temp-1-6"
22414,"temp-1-6"
22417,"temp-1-5"
22425,"temp-2-1"
22426,"temp-1-6"
22428,"temp-1-6"
22433,"temp-1-5"
22437,"temp-1-6"
22440,"temp-1-6"
22445,"temp-1-6"
22446,"temp-1-6"
22450,"temp-1-5"
22451,"temp-1-6"
22452,"temp-1-6"
22453,"temp-1-5"
22458,"temp-1-5"
22461,"temp-1-6"
22464,"temp-1-6"
22468,"temp-2-1"
22470,"temp-1-6"
22478,"temp-2-1"
22479,"temp-1-6"
22481,"temp-2-1"
22482,"temp-1-6"
22486,"temp-1-6"
22495,"temp-1-6"
22509,"temp-1-6"
22511,"temp-1-6"
22514,"temp-1-6"
22515,"temp-1-5"
22519,"temp-2-1"
22530,"temp-1-5"
22532,"temp-1-6"
22533,"temp-2-1"
22536,"temp-1-5"
22538,"temp-1-6"
22551,"temp-1-6"
22559,"temp-2-2"
22561,"temp-1-2"
22565,"temp-2-1"
22570,"temp-1-6"
22571,"temp-2-2"
22574,"temp-2-2"
22587,"temp-2-2"
22592,"temp-1-6"
22593,"temp-1-6"
22609,"temp-1-6"
22625,"temp-1-6"
22634,"temp-1-6"
22638,"temp-1-6"
22639,"temp-1-6"
22641,"temp-1-6"
22643,"temp-1-6"
22648,"temp-2-2"
22652,"temp-1-5"
22656,"temp-1-6"
22660,"temp-1-6"
22661,"temp-1-6"
22663,"temp-1-6"
22664,"temp-2-1"
22673,"temp-2-2"
22675,"temp-1-6"
22680,"temp-1-6"
22682,"temp-1-6"
22705,"temp-1-6"
22707,"temp-2-2"
22713,"temp-1-6"
22718,"temp-1-6"
22719,"temp-1-6"
22726,"temp-2-1"
22727,"temp-1-6"
22731,"temp-1-6"
22737,"temp-1-6"
22739,"temp-1-6"
22741,"temp-2-1"
22745,"temp-1-6"
22746,"temp-1-6"
22747,"temp-1-6"
22750,"temp-1-6"
22753,"temp-1-6"
22780,"temp-1-5"
22786,"temp-1-6"
22796,"temp-1-1"
22801,"temp-1-6"
22813,"temp-1-6"
22820,"temp-1-6"
22822,"temp-1-6"
22835,"temp-1-6"
22837,"temp-1-6"
22847,"temp-1-5"
22854,"temp-1-6"
22856,"temp-2-1"
22857,"temp-2-2"
22864,"temp-1-2"
22870,"temp-1-6"
22878,"temp-1-6"
22879,"temp-1-6"
22888,"temp-1-6"
22893,"temp-1-6"
22903,"temp-1-5"
22905,"temp-2-2"
22907,"temp-1-6"
22908,"temp-1-6"
22909,"temp-2-1"
22915,"temp-1-6"
22917,"temp-1-5"
22922,"temp-1-6"
22935,"temp-1-6"
22938,"temp-1-6"
22943,"temp-2-1"
22947,"temp-2-1"
22953,"temp-1-6"
22955,"temp-1-6"
22959,"temp-1-6"
22968,"temp-1-6"
22973,"temp-2-2"
22993,"temp-1-5"
22995,"temp-1-6"
22997,"temp-1-1"
23005,"temp-1-6"
23010,"temp-2-1"
23014,"temp-1-6"
23015,"temp-2-1"
23019,"temp-1-5"
23034,"temp-1-6"
23038,"temp-1-6"
23046,"temp-1-6"
23061,"temp-1-6"
23074,"temp-1-6"
23076,"temp-1-5"
23080,"temp-1-6"
23082,"temp-2-1"
23083,"temp-1-6"
23087,"temp-2-1"
23093,"temp-1-6"
23098,"temp-1-2"
23099,"temp-1-6"
23101,"temp-2-2"
23122,"temp-1-6"
23124,"temp-1-5"
23125,"temp-1-6"
23136,"temp-1-6"
23142,"temp-1-6"
23143,"temp-1-6"
23145,"temp-1-6"
23148,"temp-1-5"
23150,"temp-1-6"
23153,"temp-1-2"
23154,"temp-1-6"
23157,"temp-2-2"
23158,"temp-2-2"
23170,"temp-1-5"
23173,"temp-1-6"
23176,"temp-1-6"
23177,"temp-1-1"
23178,"temp-1-6"
23179,"temp-1-6"
23181,"temp-1-6"
23184,"temp-1-6"
23191,"temp-1-6"
23192,"temp-1-6"
23197,"temp-1-6"
23205,"temp-1-6"
23212,"temp-2-2"
23216,"temp-1-6"
23218,"temp-2-1"
23220,"temp-1-6"
23227,"temp-1-5"
23228,"temp-1-6"
23237,"temp-1-6"
23244,"temp-2-1"
23249,"temp-1-6"
23250,"temp-1-5"
23259,"temp-1-5"
23267,"temp-1-5"
23268,"temp-2-1"
23279,"temp-1-6"
23280,"temp-1-1"
23281,"temp-1-6"
23284,"temp-1-6"
23293,"temp-2-2"
23301,"temp-1-6"
23302,"temp-1-6"
23315,"temp-1-6"
23320,"temp-1-6"
23322,"temp-1-6"
23324,"temp-1-6"
23334,"temp-1-5"
23339,"temp-1-6"
23341,"temp-1-6"
23344,"temp-1-6"
23346,"temp-1-6"
23347,"temp-2-1"
23353,"temp-1-6"
23366,"temp-1-6"
23368,"temp-1-6"
23369,"temp-1-6"
23372,"temp-1-5"
23373,"temp-1-6"
23375,"temp-1-6"
23376,"temp-1-3"
23381,"temp-1-6"
23382,"temp-1-6"
23387,"temp-1-6"
23393,"temp-1-6"
23395,"temp-1-3"
23397,"temp-1-6"
23422,"temp-1-6"
23437,"temp-1-6"
23445,"temp-1-6"
23455,"temp-1-6"
23457,"temp-1-6"
23458,"temp-1-6"
23459,"temp-1-6"
23460,"temp-1-6"
23462,"temp-1-6"
23473,"temp-1-6"
23474,"temp-1-5"
23476,"temp-1-6"
23478,"temp-1-6"
23482,"temp-1-6"
23485,"temp-1-5"
23490,"temp-1-6"
23501,"temp-1-6"
23509,"temp-1-6"
23513,"temp-1-6"
23515,"temp-1-5"
23517,"temp-1-6"
23523,"temp-2-2"
23526,"temp-1-6"
23529,"temp-2-1"
23530,"temp-1-6"
23531,"temp-1-6"
23535,"temp-1-6"
23536,"temp-1-6"
23539,"temp-1-5"
23540,"temp-1-6"
23548,"temp-1-6"
23554,"temp-1-6"
23560,"temp-1-6"
23562,"temp-2-1"
23566,"temp-1-6"
23568,"temp-1-6"
23569,"temp-1-6"
23572,"temp-1-6"
23574,"temp-1-4"
23576,"temp-1-6"
23577,"temp-1-5"
23578,"temp-1-6"
23579,"temp-1-1"
23581,"temp-2-2"
23582,"temp-1-6"
23586,"temp-1-6"
23587,"temp-1-6"
23593,"temp-1-6"
23595,"temp-1-6"
23598,"temp-1-6"
23599,"temp-2-1"
23600,"temp-1-6"
23601,"temp-1-6"
23608,"temp-1-6"
23614,"temp-1-6"
23618,"temp-1-6"
23625,"temp-1-6"
23626,"temp-1-2"
23627,"temp-1-5"
23628,"temp-1-6"
23631,"temp-1-6"
23636,"temp-1-6"
23637,"temp-1-5"
23639,"temp-2-1"
23641,"temp-1-6"
23645,"temp-1-6"
23649,"temp-1-6"
23651,"temp-1-6"
23654,"temp-2-1"
23655,"temp-1-2"
23662,"temp-1-6"
23669,"temp-1-6"
23671,"temp-1-6"
23673,"temp-1-6"
23679,"temp-1-5"
23683,"temp-1-3"
23687,"temp-1-6"
23688,"temp-1-5"
23698,"temp-1-6"
23704,"temp-1-6"
23708,"temp-1-6"
23710,"temp-1-5"
23712,"temp-1-6"
23715,"temp-1-5"
23719,"temp-1-6"
23722,"temp-1-6"
23726,"temp-1-5"
23729,"temp-1-6"
23730,"temp-1-5"
23735,"temp-1-6"
23737,"temp-1-6"
23740,"temp-1-6"
23742,"temp-1-5"
23744,"temp-1-5"
23756,"temp-1-6"
23758,"temp-1-6"
23759,"temp-1-6"
23761,"temp-1-5"
23768,"temp-1-6"
23778,"temp-1-6"
23779,"temp-1-6"
23782,"temp-1-6"
23790,"temp-1-6"
23801,"temp-1-6"
23805,"temp-1-6"
23807,"temp-1-6"
23810,"temp-1-5"
23813,"temp-1-6"
23817,"temp-1-6"
23819,"temp-1-6"
23823,"temp-1-6"
23825,"temp-1-6"
23828,"temp-1-6"
23833,"temp-1-5"
23835,"temp-1-6"
23840,"temp-1-6"
23848,"temp-1-6"
23852,"temp-2-1"
23858,"temp-1-5"
23865,"temp-1-6"
23867,"temp-2-2"
23870,"temp-1-6"
23871,"temp-2-2"
23873,"temp-1-5"
23874,"temp-1-6"
23875,"temp-1-6"
23877,"temp-1-6"
23879,"temp-2-1"
23881,"temp-1-6"
23885,"temp-1-6"
23888,"temp-1-6"
23891,"temp-1-1"
23894,"temp-1-6"
23899,"temp-1-6"
23901,"temp-1-6"
23904,"temp-1-5"
23907,"temp-2-3"
23911,"temp-1-6"
23916,"temp-1-6"
23918,"temp-1-6"
23922,"temp-1-6"
23923,"temp-1-6"
23930,"temp-1-6"
23939,"temp-1-6"
23943,"temp-2-1"
23944,"temp-1-6"
23947,"temp-1-5"
23950,"temp-1-6"
23961,"temp-2-2"
23966,"temp-1-6"
23968,"temp-2-1"
23969,"temp-1-1"
23979,"temp-1-6"
23988,"temp-1-6"
23990,"temp-1-5"
23995,"temp-1-6"
23997,"temp-1-6"
23998,"temp-1-6"
23999,"temp-1-6"
24009,"temp-1-6"
24015,"temp-1-6"
24023,"temp-1-6"
24024,"temp-1-6"
24025,"temp-1-6"
24032,"temp-1-6"
24038,"temp-1-6"
24049,"temp-1-6"
24050,"temp-1-6"
24051,"temp-1-6"
24053,"temp-1-5"
24063,"temp-1-6"
24075,"temp-1-6"
24077,"temp-1-5"
24078,"temp-1-6"
24082,"temp-1-6"
24093,"temp-1-6"
24094,"temp-1-6"
24101,"temp-1-5"
24104,"temp-1-6"
24111,"temp-1-6"
24112,"temp-1-6"
24114,"temp-1-6"
24115,"temp-1-6"
24124,"temp-1-6"
24127,"temp-1-6"
24131,"temp-1-5"
