PRIMARY_KEY,pension_plan_payments
19396,13322
19398,8881
19407,15776
19409,16038
19430,22142
19437,12338
19438,32349
19439,13330
19444,18066
19448,12413
19451,22651
19456,22842
19461,13813
19477,15158
19478,16636
19479,13718
19480,30880
19483,13792
19493,47286
19499,15805
19502,12270
19509,18346
19525,11306
19529,11060
19530,20253
19533,17741
19542,10475
19579,40859
19580,12464
19581,11060
19589,18314
19601,8881
19604,15868
19609,28760
19614,14215
19615,18261
19617,11060
19622,11843
19638,23245
19641,8881
19661,11060
19662,19213
19668,19774
19690,21482
19691,24339
19696,12347
19721,14034
19733,14628
19744,14180
19747,22098
19755,15643
19756,23134
19767,21248
19778,18208
19784,16893
19802,41367
19820,10727
19825,13866
19826,13886
19828,15203
19830,18939
19840,11677
19843,26473
19849,9408
19859,14746
19887,25041
19890,23208
19904,19526
19909,11239
19915,18326
19916,11015
19918,11106
19923,15591
19924,19300
19933,31413
19939,14059
19948,28850
19956,11060
19960,15928
19973,30243
19974,10114
19981,17299
19992,19191
20013,45412
20020,24157
20038,18251
20043,14210
20044,11060
20045,12248
20048,12130
20061,42803
20079,19023
20091,17466
20093,30751
20098,16351
20104,25034
20105,10924
20106,21657
20117,21417
20128,22389
20132,11060
20136,11060
20148,19436
20161,11392
20173,21776
20197,26867
20214,20827
20224,16788
20226,14303
20229,16633
20233,14181
20241,11060
20250,26828
20259,36811
20267,32344
20305,17547
20313,42502
20329,22285
20341,11894
20351,22452
20368,13097
20374,20775
20378,25535
20387,11060
20394,23499
20396,14701
20401,15117
20409,11894
20410,33902
20413,14414
20416,13836
20421,31941
20437,13384
20438,14653
20444,23102
20449,9841
20453,31821
20459,21070
20479,24399
20481,31360
20486,15014
20488,14992
20495,13446
20498,12321
20502,10689
20515,8881
20534,20199
20535,11894
20537,17264
20544,12596
20552,17031
20562,11060
20565,19910
20575,23646
20583,33257
20584,12943
20591,14190
20596,15465
20613,11480
20618,22029
20629,19490
20631,19304
20635,21076
20637,11930
20638,28692
20671,22658
20673,15593
20687,12007
20709,15539
20710,12870
20717,19182
20730,19092
20734,14255
20761,11060
20762,37036
20782,29903
20795,12506
20798,10435
20801,16006
20813,28723
20831,21076
20835,13061
20837,11060
20840,11060
20842,12865
20860,14051
20861,9892
20864,25574
20865,21364
20878,25809
20881,18225
20886,19367
20909,13705
20910,13116
20916,12016
20933,11486
20935,19078
20940,8881
20947,15921
20949,11060
20967,12383
20969,47203
20971,30552
20976,13484
20981,24335
20984,9305
20996,17864
20997,18419
21000,19539
21006,13801
21031,14794
21033,8881
21041,14988
21045,11060
21052,29434
21062,11173
21076,23522
21078,27163
21088,11731
21103,14725
21108,10985
21113,24462
21121,15326
21122,26158
21131,32291
21137,15686
21146,18071
21153,15153
21162,14933
21192,14080
21193,12745
21204,14483
21205,20912
21215,13855
21231,9333
21241,23736
21266,13874
21267,21685
21280,28948
21281,24372
21285,14425
21310,15862
21339,10722
21340,8881
21344,14575
21347,9862
21356,15123
21357,15806
21370,31618
21372,18306
21377,20719
21382,11060
21386,15175
21398,20107
21401,14637
21407,16921
21414,16528
21415,22858
21426,14605
21437,23814
21438,21094
21446,14495
21456,24161
21471,11060
21473,14573
21488,20282
21501,11060
21502,14878
21506,35753
21517,20332
21523,33018
21524,23418
21530,15672
21542,18082
21546,14124
21564,35368
21581,13477
21589,23143
21591,12380
21604,12914
21609,25835
21631,17212
21636,20527
21640,21360
21653,11894
21667,11491
21668,12913
21675,13961
21692,20235
21693,14490
21713,16514
21723,12954
21725,13044
21726,19180
21728,20886
21739,10361
21741,32243
21744,16394
21751,19597
21769,34725
21770,25981
21772,26154
21812,11894
21822,18873
21850,11060
21858,11982
21872,14585
21886,26068
21896,13325
21905,17299
21912,17308
21924,20780
21933,16875
21939,15947
21942,14747
21947,21067
21950,15086
21955,17055
21970,31144
21993,11487
22005,17240
22009,18449
22017,14146
22031,11986
22051,23426
22053,10875
22078,10977
22080,17708
22082,27179
22086,17558
22097,11608
22099,11434
22128,19463
22146,43924
22153,11401
22167,17119
22168,30507
22176,31111
22177,16740
22179,18626
22189,23534
22192,11814
22196,18281
22212,14669
22219,13849
22234,15638
22246,21259
22248,15831
22259,16490
22266,20272
22272,13832
22282,8881
22299,18244
22300,18501
22307,16109
22320,34466
22331,20790
22340,19396
22345,11060
22351,18418
22371,28064
22372,10636
22374,14009
22378,20577
22401,15864
22421,25781
22430,31588
22436,30482
22447,21386
22456,24337
22463,12674
22477,11529
22484,22111
22501,22420
22503,12569
22504,14650
22507,21783
22516,26143
22517,21404
22526,19876
22541,25321
22547,13481
22563,12143
22581,12200
22602,8881
22610,25873
22614,16516
22620,32599
22622,12718
22623,8881
22627,12409
22630,20482
22631,53373
22633,24491
22665,15245
22697,11060
22700,37299
22703,12728
22704,24568
22721,25275
22733,55861
22748,16581
22752,21183
22763,12965
22765,11060
22771,18757
22775,12331
22776,12605
22785,16152
22793,11060
22797,14896
22798,21193
22802,17893
22803,14540
22805,13465
22817,11875
22818,23413
22819,16648
22825,8881
22840,19708
22849,16973
22851,15730
22865,21086
22876,20416
22911,17866
22912,10008
22924,14396
22926,14898
22939,16823
22940,15162
22942,11955
22961,28827
22975,16121
22978,15345
22988,37106
22996,13079
23001,11060
23008,14837
23018,32687
23026,18601
23032,9880
23044,11616
23049,20776
23060,19772
23066,11894
23081,19694
23088,26884
23092,32914
23105,14693
23119,17295
23121,11060
23130,15098
23138,18290
23151,19418
23161,13756
23162,11403
23174,23985
23187,14842
23195,25349
23201,11541
23209,13948
23219,19909
23254,11060
23260,34602
23282,12933
23295,12965
23303,18929
23325,17184
23332,13152
23360,11704
23380,20573
23398,21745
23409,16921
23413,23672
23415,23155
23417,21039
23420,10661
23425,20449
23461,26123
23469,19971
23486,14768
23507,19106
23520,14838
23528,28076
23534,32726
23537,17672
23553,13179
23563,16124
23589,13539
23603,30971
23606,27323
23619,42329
23650,12337
23666,19838
23685,19912
23690,15678
23705,21226
23709,17334
23714,11605
23721,22133
23743,15857
23748,12303
23776,12265
23777,11696
23781,20576
23789,29664
23794,11762
23799,12004
23802,14840
23821,12557
23830,12330
23832,26808
23841,24770
23846,29871
23847,15511
23861,11244
23895,39666
23896,23488
23906,16080
23908,24503
23921,26220
23955,28557
23956,14078
23976,22228
23996,21340
24000,15253
24014,22877
24028,40028
24030,28387
24035,13207
24046,29118
24054,16598
24058,18817
24072,11511
24097,18827
24099,22578
24100,29945
24102,23360
24107,16205
24146,13098
24153,10790
24156,11060
24159,14230
24168,25765
24172,22092
24179,21348
24185,11060
24195,8881
24203,21137
24215,12581
24216,30432
24221,12902
24225,13331
24229,21362
24230,18813
24258,21259
24273,10381
24286,16112
24295,11894
24299,16023
24304,21390
24312,13134
24322,31758
24332,14119
24333,21320
24341,11272
24351,25045
24357,20909
24379,12295
24383,25905
24391,21279
24392,20796
24425,13718
24426,18141
24442,12294
24450,19600
24455,19984
24457,16320
24462,15585
24466,26597
24467,11060
24482,14318
24503,16869
24508,19300
24514,14349
24516,33224
24522,24071
24546,30865
24569,20909
24574,34918
24587,23973
24590,19641
24593,24501
24596,21168
24599,18574
24605,11060
24608,31311
24621,19971
24627,10931
24629,15454
24640,12265
24658,26342
24674,11060
24677,10781
24716,11017
24731,19224
24734,41897
24735,26216
24755,12736
24772,11060
24790,14721
24799,16328
24801,14989
24807,30863
24810,15417
24813,13594
24824,10150
24838,18465
24840,20295
24914,13563
24939,13533
24942,12953
24966,16589
24988,27428
24995,11060
24997,11060
25009,11060
25030,21843
25040,22695
25047,27686
25091,13096
25135,10927
25146,29941
25158,26207
25163,21249
25168,111689
25204,31801
25212,25462
25221,13397
25243,13191
25272,16382
25292,12540
25303,11886
25304,16290
25306,12028
25318,13609
25319,11885
25327,20137
25328,11060
25330,19450
25346,14245
25357,13588
25365,19311
25368,19851
25382,25331
25387,14134
25397,20872
25405,15480
25413,21299
25432,25649
25437,31697
25471,13982
25493,19314
25495,20872
25501,18435
25503,19328
25510,14455
25519,18100
25520,26053
25526,13291
25528,19125
25532,11660
25539,14122
25544,28462
25583,11894
25584,25268
25587,36538
25596,17217
25597,15662
25600,23126
25614,26519
25617,19252
25638,13881
25662,17101
25670,17651
25682,13645
25684,19295
25693,15100
25699,20780
25702,21347
25716,11526
25719,26459
25732,25686
25743,12283
25745,21146
25751,24583
25763,15672
25779,20235
25780,11060
25784,20419
25789,14401
25798,10124
25800,19723
25803,14018
25808,23806
25817,14951
25819,37580
25832,16646
25836,11620
25839,23270
25850,8881
25861,15628
25865,11407
25867,15867
25870,21711
25873,15556
25909,21361
25912,18390
25916,12020
25920,23043
25922,12998
25930,11569
25933,11981
25937,11894
25946,15675
25947,13393
25961,15740
25962,17341
25975,19729
26000,16228
26017,21139
26037,11060
26040,17038
26049,29195
26050,26053
26074,8881
26077,114959
26093,10696
26096,17834
26098,19913
26120,21111
26123,13347
26180,20311
26193,10657
26207,15517
26228,17794
26233,19853
26238,20994
26243,16155
26248,15233
26249,8881
26253,21373
26281,15595
26285,20859
26294,13154
26316,11680
26319,18348
26337,18586
26340,18396
26344,11060
26346,13055
26349,16903
26362,16480
26367,21361
26375,19162
26385,24379
26390,15197
26398,11409
26405,14437
26424,30806
26446,25124
26448,11060
26456,26162
26496,25995
26499,11384
26513,10449
26525,12823
26526,20999
26529,20792
26540,20812
26547,16537
26549,11060
26550,23473
26561,17980
26567,17023
26573,11060
26582,10349
26616,12952
26629,32642
26647,14182
26652,22759
26661,16094
26677,9215
26694,15509
26702,11367
26709,23908
26719,19476
26721,14152
26722,19184
26729,11060
26744,23226
26746,23601
26764,11060
26767,19028
26774,17013
26783,27073
26797,17342
26799,16011
26801,20743
26805,38000
26806,17228
26810,26096
26816,18917
26820,15286
26823,25792
26848,15160
26855,19535
26860,13499
26861,11119
26872,40348
26879,12281
26887,20962
26920,22016
26924,14401
26926,10459
26937,15093
26938,16506
26941,16752
26942,10426
26975,20107
26980,12443
26993,19951
27007,11807
27016,19213
27030,29362
27034,12877
27048,15420
27057,13842
27059,24570
27062,8881
27065,23615
27073,14918
27087,25578
27107,17743
27153,11423
27168,20627
27170,25124
27183,22217
27189,14945
27192,20918
27201,16211
27214,15207
27219,9104
27222,21563
27229,14460
27232,13762
27254,12429
27277,13948
27282,16699
27283,23869
27285,11060
27303,22268
27318,22683
27320,21204
27324,14751
27335,11894
27340,12939
27373,12296
27386,22796
27410,23971
27414,19826
27426,14946
27432,17428
27448,15337
27459,9846
27475,20397
27479,10858
27503,15868
27510,17348
27512,29412
27517,24161
27519,24383
27521,32049
27532,11350
27536,17526
27539,19013
27545,8881
27567,16381
27600,16033
27603,20660
27604,14756
27617,19871
27620,17934
27629,17321
27650,22246
27652,24839
27653,19578
27655,17459
27657,16672
27673,15306
27677,21749
27705,13291
27714,14822
27716,24534
27717,21410
27724,17530
27735,15540
27749,25133
27756,18409
27764,30172
27769,13283
27784,11899
27801,17614
27806,12867
27810,19920
27822,16777
27834,20816
27837,19995
27848,21639
27859,15079
27866,29005
27867,11941
27872,14561
27875,27961
27883,11857
27889,13925
27890,23926
27902,30529
27913,20918
27914,21334
27931,18834
27939,15572
27940,15987
27942,21310
27952,14726
27956,26048
27957,25623
27959,14536
27962,15449
27963,13427
27965,11060
27967,12251
27968,13887
27977,29769
27980,21954
27982,13450
28001,15438
28003,12465
28005,15415
28008,25523
28009,11718
28012,18440
28013,20518
28015,13374
28028,18197
28047,23088
28057,86531
28070,24276
28094,23687
28095,12170
28104,16210
28110,13464
28116,12524
28128,20837
28130,11894
28159,14436
28163,21215
28166,8881
28167,18384
28168,12116
28169,11060
28174,25677
28192,19218
28201,17277
28202,19273
28208,23382
28211,13433
28220,13422
28228,21315
28237,11060
28238,18360
28250,23369
28254,19238
28256,26226
28257,11060
28260,20910
28262,16742
28271,24330
28274,15012
28289,30653
28296,11516
28298,26499
28314,18248
28317,12768
28323,21208
28325,11060
28331,12561
28333,25927
28339,14376
28352,14463
28372,11860
28378,21570
28379,19935
28396,13616
28397,18791
28411,18627
28419,20578
28420,15472
28427,15750
28432,23926
28435,13290
28443,13883
28447,15223
28448,15634
28454,25975
28465,26198
28468,30645
28472,13328
28473,21385
28474,21832
28476,15490
28493,20000
28500,13234
28516,19128
28520,13035
28534,23775
28537,15154
28538,17107
28541,23521
28550,11353
28554,11861
28571,32115
28592,19118
28595,8970
28598,19666
28600,13426
28618,11060
28625,10294
28626,21357
28634,24755
28639,12860
28655,18056
28660,22382
28666,16109
28677,25868
28685,32471
28688,21693
28707,16407
28724,21630
28734,11383
28735,17230
28746,13632
28747,31971
28754,27421
28759,31918
28761,24755
28776,27164
28782,12454
28787,11730
28798,22139
28806,16265
28820,15718
28835,27314
28854,12605
28859,28721
28863,19929
28874,13056
28886,37825
28887,22398
28897,19852
28911,19838
28925,20869
28926,20762
28932,8881
28938,19342
28945,21039
28976,11469
28982,12827
28986,31073
28991,17523
28992,17240
28994,19011
28999,15659
29001,23612
29074,21930
29082,18021
29089,22685
29090,19473
29092,10817
29103,22731
29117,12684
29131,13978
29134,13376
29140,29157
29143,20089
29151,16394
29156,12417
29157,16293
29161,19318
29165,22101
29175,12882
29179,15991
29181,17770
29195,12491
29201,23133
29211,18977
29218,19140
29220,11420
29235,16990
29261,9520
29270,78979
29295,21328
29302,14572
29320,11628
29327,20144
29348,20903
29350,13057
29359,15386
29385,11894
29389,8881
29411,20665
29420,11802
29422,14094
29432,11892
29433,14392
29435,18741
29436,18100
29439,21121
29446,23577
29455,14048
29467,15907
29470,26193
29473,15232
29475,9522
29482,18307
29486,18300
29493,31290
29507,30335
29539,15995
29554,15970
29559,24402
29560,29743
29569,21093
29576,12530
29578,30118
29607,21719
29618,14078
29624,16902
29625,13216
29641,14280
29646,13525
29664,24264
29674,11060
29685,23930
29701,20104
29720,10683
29724,28664
29729,11894
29741,18673
29761,11152
29766,8957
29779,11090
29781,12115
29794,17309
29805,14100
29814,15923
29823,16941
29830,26264
29846,11346
29854,11843
29858,12716
29875,23583
29880,9601
29886,17360
29902,15202
29914,20054
29924,27360
29940,15597
29941,20015
29947,28146
29950,15647
29951,27389
29961,20545
29962,12612
29963,12376
29966,20199
29981,21857
29987,16036
29998,12021
30035,8881
30041,36471
30065,11067
30085,16915
30086,11889
30089,10567
30092,11060
30096,24908
30102,12844
30113,19853
30117,24134
30132,21179
30197,23418
30202,20026
30212,24936
30216,16424
30223,11966
30233,15605
30238,10333
30241,25657
30246,12910
30255,11727
30261,11060
30279,18862
30298,16573
30301,22674
30308,45564
30320,8881
30346,24078
30349,35664
30369,17902
30375,23845
30378,12440
30380,43410
30393,8881
30395,13504
30407,36127
30410,33306
30411,11945
30413,26212
30432,13739
30444,29013
30465,17744
30467,14711
30491,13637
30521,15143
30533,24833
30544,23227
30548,9917
30565,20318
30579,18502
30595,12223
30600,18190
30606,25613
30610,18162
30614,15880
30659,11060
30664,23844
30672,18133
30678,19316
30683,13128
30692,32807
30715,14292
30721,25612
30739,26327
30748,19235
30760,17619
30778,22853
30781,18930
30795,15813
30836,20783
30844,16873
30876,24604
30881,17056
30900,10045
30915,11060
30919,25454
30939,11894
30940,11060
30998,23291
31028,11060
31030,11894
31034,23717
31046,17572
31070,17919
31095,11861
31099,12256
31107,11226
31112,26173
31116,15858
31119,13635
31143,12588
31154,30037
31158,18798
31159,19359
31165,21320
31172,104328
31174,30996
31176,14923
31204,18312
31210,24429
31221,14706
31229,30220
31236,34745
31251,24755
31256,31166
31269,13467
31279,9961
31287,24225
31294,17919
31295,15447
31309,18285
31322,16627
31323,15119
31342,17140
31353,20640
31354,11809
31358,11200
31366,22887
31368,22563
31370,13906
31371,10848
31374,28994
31381,14575
31382,10097
31384,17410
31404,11751
31421,24110
31468,18185
31480,17964
31494,17583
31504,10283
31535,17665
31536,23143
31542,19424
31547,33652
31549,16120
31550,13299
31556,10317
31563,15788
31565,13651
31573,15803
31586,21209
31613,14408
31632,20936
31633,21127
31634,24827
31639,16666
31644,11934
31650,25935
31652,13265
31658,16852
31664,11696
31670,23096
31672,15772
31686,17570
31688,20403
31713,23147
31722,24609
31735,13819
31743,19467
31745,19309
31759,21845
31767,16662
31770,15132
31777,24712
31794,25272
31796,11878
31801,8881
31804,21276
31806,41228
31817,26011
31826,22690
31844,10945
31850,19731
31855,11883
31857,14903
31858,20221
31872,13681
31882,19605
31888,26278
31904,19187
31910,25646
31913,13729
31917,19466
31923,28335
31925,21031
31938,25601
31944,16426
31947,11935
31949,11060
31956,16274
31966,12312
31976,15371
31990,14604
31999,10456
32016,31743
32018,39014
32025,12491
32049,20571
32056,16493
32097,12723
32102,12308
32111,15476
32112,19245
32124,22380
32127,15638
32158,29562
32160,11700
32176,18970
32185,12264
32188,13553
32198,19589
32204,25635
32208,9210
32216,20112
32222,11876
32228,12340
32232,16264
32241,17214
32248,19231
32254,11141
32269,20699
32273,21716
32283,15956
32285,8881
32300,17321
32306,23199
32308,14094
32309,13295
32316,15015
32323,11389
32325,17064
32327,11465
32331,16476
32343,20008
32350,30625
32351,37115
32366,15768
32383,24399
32388,11060
32398,14814
32413,20551
32418,17965
32422,13255
32427,11195
32429,24009
32451,8881
32456,30564
32459,21370
32460,15663
32471,11894
32473,20633
32477,27259
32487,26013
32488,14028
32491,9921
32493,23575
32499,25063
32509,25197
32510,21999
32517,35912
32528,11060
32529,13733
32555,13198
32558,15386
32561,23168
32617,20730
32631,15333
32632,13515
32634,18351
32635,14382
32639,21796
32652,18586
32657,18323
32660,18929
32671,16921
32675,14100
32676,24454
32682,15065
32683,11719
32687,31785
32689,11060
32690,19301
32692,15332
32695,14359
32702,18163
32705,25741
32719,12039
32726,23357
32729,14662
32734,12928
32757,9980
32759,20493
32764,16463
32777,33578
32791,18647
32798,15010
32805,26749
32809,27938
32811,11060
32821,20599
32823,21021
32841,14366
32855,32168
32876,18917
32877,8881
32880,18541
32888,11060
32895,19931
32900,21947
32902,17298
32918,23690
32952,30931
32954,14515
32958,12066
32965,13044
32970,21659
32976,13669
33000,15279
33038,18501
33046,24739
33061,16691
33082,14628
33088,20637
33090,11381
33092,11521
33093,20892
33097,10848
33107,13101
33114,13884
33121,32446
33125,24551
33136,15929
33149,15043
33162,8881
33164,16762
33173,19556
33200,25323
33204,29467
33207,18328
33251,26148
33254,19864
33261,19361
33265,25743
33279,26665
33283,20775
33306,20590
33316,19670
33336,11637
33344,23016
33350,20432
33360,30437
33364,29515
33388,24755
33398,48427
33403,19276
33407,21886
33408,20658
33416,14932
33422,32479
33442,23530
33443,11060
33445,23112
33464,14680
33466,29561
33467,24896
33482,15916
33488,19949
33503,20339
33508,25972
33513,15288
33525,18668
33529,16189
33532,11403
33542,14247
33544,16015
33558,11357
33561,27893
33572,13897
33574,16096
33587,12937
33598,15356
33607,11585
33615,22130
33627,19405
33636,18741
33638,16781
33639,28053
33641,20577
33645,16385
33649,15471
33673,12121
33678,29717
33683,18570
33693,16947
33695,18947
33703,19408
33724,26039
33731,20019
33746,14789
33749,14039
33762,17840
33774,17340
33777,19266
33781,11706
33782,16370
33794,16888
33807,13981
33816,12236
33817,18109
33828,23148
33837,9876
33853,20703
33892,21263
33912,34208
33916,8952
33930,13595
33950,19485
33975,43849
33977,17314
33979,15246
33986,18378
33987,24908
33999,21134
34014,14172
34027,19033
34033,14555
34039,10158
34042,12677
34045,13718
34046,11894
34056,11060
34063,17570
34075,23539
34077,16424
34079,17002
34082,17408
34092,13585
34096,16126
34107,17555
34120,46124
34122,25815
34128,22288
34145,9992
34149,22905
34173,22843
34178,14153
34200,48089
34210,21118
34221,12456
34233,12545
34235,11894
34237,9225
34238,21248
34240,24080
34243,14533
34259,11894
34262,18978
34263,24302
34267,20123
34280,11060
34287,19826
34297,20275
34300,13585
34318,10258
34319,11601
34324,19637
34333,8881
34346,29813
34350,27038
34356,27475
34379,20245
34388,17527
34389,13480
34391,22877
34394,11060
34397,11386
34398,26017
34408,9502
34415,21192
34435,38399
34438,16027
34442,25692
34468,14920
34469,16966
34503,24370
34514,20613
34537,14554
34582,35078
34591,8881
34597,10968
34600,19855
34611,20553
34619,11612
34627,11060
34633,17328
34636,23594
34639,14335
34655,30694
34658,14510
34659,16695
34689,12950
34708,13618
34711,16881
34715,18139
34752,20531
34757,16294
34775,12755
34776,14441
34778,20408
34783,22737
34788,18214
34789,31312
34790,16594
34793,18847
34794,23860
34800,19819
34805,17098
34822,11503
34836,19739
34849,11108
34851,21741
34852,11894
34855,19454
34856,12688
34878,25769
34879,11040
34882,14227
34895,24132
34908,10049
34910,13690
34913,13820
34916,14019
34938,15421
34953,16330
34954,20010
34962,22152
34963,11894
34991,15248
35004,15951
35007,16203
35010,13796
35018,33951
35022,15419
35029,15312
35035,25557
35040,35400
35047,25577
35053,24173
35054,28786
35057,23203
35065,13612
35073,26526
35076,14514
35080,21395
35084,12658
35107,10592
35123,9149
35137,11751
35162,10141
35175,20784
35182,16756
35184,19651
35194,14052
35203,11476
35204,22498
35206,12581
35212,14697
35216,12649
35219,20353
35220,21072
35229,11601
35231,16388
35240,19300
35243,13564
35248,11684
35256,26667
35257,11060
35261,11060
35266,19156
35279,11175
35281,14041
35287,17678
35288,11479
35300,20188
35301,11270
35305,23504
35318,17578
35323,31586
35326,20633
35331,13265
35333,14356
35338,19960
35360,11333
35362,15198
35363,18697
35369,16130
35372,21380
35385,12862
35403,32589
35406,15392
35428,18285
35432,19226
35434,20045
35436,16509
35444,11415
35446,19465
35456,16587
35466,21272
35468,20444
35478,54384
35536,24475
35546,19360
35551,11060
35565,16095
35569,21245
35574,21778
35599,22882
35604,21163
35607,30917
35623,11894
35644,22197
35655,15069
35658,20977
35663,29842
35667,12637
35671,13169
35676,19336
35684,10199
35686,21383
35721,14711
35728,20553
35735,16566
35744,14935
35747,15754
35748,20603
35757,25035
35771,12502
35788,20001
35793,14705
35806,20032
35813,28376
35816,14563
35821,25758
35824,14651
35828,19763
35831,24873
35836,24374
35838,18511
35841,27539
35856,24972
35857,20656
35866,11060
35867,10763
35869,11060
35886,31224
35887,11060
35891,19074
35901,14771
35902,17002
35909,16517
35910,19239
35914,22743
35918,16504
35923,16346
35930,21872
35936,16559
35938,11060
35959,25136
35975,15603
35983,19804
35994,12543
36007,24662
36012,19898
36016,31443
36020,20918
36029,8881
36046,20368
36058,13421
36060,17801
36068,23142
36077,19649
36086,11706
36088,10434
36096,25807
36101,19082
36108,14273
36109,16218
36114,12753
36117,11060
36121,17616
36124,14034
36140,46500
36143,26762
36147,9368
36152,11996
36174,12739
36182,17202
36194,11173
36207,16820
36211,21197
36212,12208
36225,16120
36229,17845
36231,32474
36257,24607
36259,13867
36262,11696
36272,16202
36289,21317
36293,25495
36302,30062
36303,12426
36307,10657
36313,13640
36320,15142
36321,30646
36327,14125
36335,11060
36337,10840
36342,19237
36346,12573
36355,20439
36360,11743
36364,20783
36367,19445
36381,25159
36391,25137
36398,21705
36417,15263
36437,13163
36441,15733
36443,12706
36444,26206
36447,19124
36457,11060
36465,31655
36472,11895
36508,19988
36517,17682
36525,20014
36532,21168
36535,32466
36545,13818
36556,12316
36568,19581
36573,11840
36578,15529
36579,11060
36603,24282
36613,9100
36614,22152
36625,11153
36640,12434
36641,11060
36642,39619
36651,21098
36662,23031
36670,30881
36675,29328
36697,35125
36698,15662
36699,10723
36703,12834
36709,15416
36710,28054
36727,16762
36736,11769
36748,18810
36760,26726
36763,13766
36769,17840
36777,26427
36780,12944
36786,21513
36790,25406
36792,31030
36801,12966
36804,11060
36805,10662
36808,12406
36814,13745
36816,21332
36830,33835
36831,24202
36833,11578
36850,12089
36853,26109
36864,12890
36870,15729
36887,20519
36889,25033
36890,21391
36894,14558
36906,11802
36927,13762
36936,15406
36945,22243
36956,11623
36964,19946
36977,11666
36981,32261
36991,30529
36996,12410
36998,22421
37006,16590
37018,31994
37036,11103
37042,14927
37043,49528
37049,17229
37053,16075
37069,13296
37070,25004
37075,14535
37079,19635
37083,13385
37088,23848
37089,28587
37092,17417
37094,8881
37095,21585
37096,9665
37100,11060
37105,12661
37109,12394
37119,12651
37136,10490
37141,13765
37159,16234
37160,20273
37163,11643
37171,16415
37175,25060
37192,16846
37203,12277
37204,29722
37205,12418
37215,17681
37223,19791
37230,26071
37232,19616
37235,12899
37249,18989
37259,28004
37275,16329
37277,12165
37290,17139
37291,19367
37298,24352
37299,13695
37309,14930
37312,26133
37320,8881
37325,31090
37350,12824
37357,15473
37378,9756
37396,22188
37407,21239
37415,11060
37419,21163
37425,21105
37426,17788
37428,17882
37434,15672
37438,19924
37450,11691
37465,17139
37474,23834
37476,26702
37482,12385
37486,14620
37487,21557
37490,24633
37497,12126
37498,12068
37509,12575
37518,61043
37521,11060
37540,11060
37559,15716
37561,17629
37578,21022
37592,11527
37604,11060
37611,22712
37635,14713
37638,23636
37645,21139
37648,20287
37668,12355
37670,32637
37671,11678
37681,23788
37682,8881
37712,22699
37715,15379
37727,22385
37729,14016
37732,13379
37743,14273
37750,12945
37758,11815
37777,13994
37789,25446
37791,22441
37806,28508
37833,11485
37845,24753
37847,16015
37851,16494
37891,19596
37894,25958
37902,26156
37920,15074
37922,23697
37923,17528
37935,31417
37936,17941
37955,12841
37987,11060
37992,17863
38001,18721
38005,21092
38031,25991
38039,21663
38051,14519
38071,24909
38078,46951
38107,16747
38125,19958
38129,23315
38154,11634
38159,21774
38162,10793
38176,11610
38186,13841
38189,11060
38195,13634
38214,20879
38215,21543
38219,19793
38245,20878
38248,22924
38256,17882
38263,14905
38270,19213
38277,34005
38291,14819
38299,20019
38313,14095
38314,19658
38318,23684
38331,11060
38333,14278
38347,19156
38353,17773
38382,12952
38405,16985
38406,9706
38411,17592
38436,21391
38437,14805
38439,15009
38461,19432
38478,17202
38479,18868
38491,16039
38501,12878
38504,13216
38506,29559
38526,8881
38530,19633
38534,19181
38535,14651
38551,15814
38554,24931
38576,11542
38647,21424
38648,18054
38651,14605
38653,20408
38677,29201
38686,27051
38691,20880
38702,11479
38707,17303
38713,11894
38716,26426
38723,13749
38731,20290
38736,20653
38752,23604
38754,28527
38765,12245
38767,13772
38772,16221
38775,16339
38789,22860
38806,15682
38813,11060
38821,20736
38838,22956
38845,12207
38854,9343
38859,23590
38860,17218
38873,12493
38902,22361
38903,11060
38919,12840
38921,17533
38923,17807
38928,9717
38936,20999
38965,11060
38975,13145
38977,13543
39000,29546
39002,13722
39003,10972
39007,11060
39009,15049
39015,11060
39020,26236
39046,14073
39070,16716
39075,23186
39080,13292
39084,18900
39085,13154
39096,24710
39106,34115
39110,12198
39131,33035
39140,25213
39144,14825
39145,16086
39151,11619
39160,14790
39170,14506
39172,11764
39181,15066
39190,18132
39197,26139
39203,27759
39211,23450
39229,13420
39251,17624
39252,19761
39264,11060
39291,12353
39293,11060
39295,23237
39296,22958
39310,21855
39333,15591
39339,15945
39364,14707
39372,10818
39379,13843
39393,13126
39406,12437
39409,25698
39432,14530
39443,14791
39454,39529
39455,24852
39466,12466
39472,13294
39477,21975
39495,23739
39496,11964
39502,13154
39514,34930
39517,25367
39529,14385
39539,23868
39549,28411
39553,27521
39574,26255
39575,17664
39580,11306
39590,35931
39593,14952
39595,20713
39610,15231
39616,19163
39617,13041
39642,18504
39646,15266
39650,16447
39653,20284
39657,12683
39658,12671
39660,24857
39669,11857
39682,11060
39689,25782
39693,25508
39701,32879
39706,21406
39712,13901
39725,13037
39740,14754
39741,14954
39745,16764
39757,12859
39760,14561
39775,14817
39776,20290
39793,11922
39794,30553
39797,15066
39799,16603
39807,12338
39813,14620
39822,24788
39826,14429
39840,16745
39841,13043
39846,24348
39863,12581
39875,11842
39877,9306
39883,15144
39886,18852
39887,20359
39893,8881
39901,11228
39945,17095
39974,21660
40014,12478
40020,24308
40025,12661
40057,28065
40082,13766
40087,18565
40091,26189
