PRIMARY_KEY,club
21254,"fede-602"
21275,"fede-602"
21306,"fede-410"
21344,"fede-245"
21350,"fede-602"
21355,"fede-111"
21357,"fede-209"
21361,"fede-123"
21365,"fede-131"
21369,"fede-125"
21381,"fede-119"
21402,"fede-111"
21407,"fede-245"
21422,"fede-601"
21458,"fede-122"
21459,"fede-233"
21489,"fede-206"
21492,"fede-401"
21524,"fede-128"
21531,"fede-122"
21539,"fede-109"
21557,"fede-123"
21561,"fede-111"
21591,"fede-242"
21605,"fede-601"
21637,"fede-125"
21706,"fede-134"
21707,"fede-125"
21725,"fede-403"
21741,"fede-125"
21742,"fede-601"
21763,"fede-135"
21809,"fede-111"
21855,"fede-111"
21879,"fede-420"
21880,"fede-109"
21904,"fede-109"
21907,"fede-601"
21939,"fede-402"
21988,"fede-604"
21993,"fede-402"
22001,"fede-111"
22035,"fede-242"
22039,"fede-602"
22045,"fede-402"
22062,"fede-123"
22068,"fede-134"
22112,"fede-221"
22124,"fede-119"
22125,"fede-202"
22134,"fede-132"
22178,"fede-242"
22209,"fede-109"
22234,"fede-242"
22236,"fede-242"
22241,"fede-205"
22257,"fede-215"
22259,"fede-402"
22285,"fede-206"
22286,"fede-103"
22325,"fede-111"
22356,"fede-123"
22358,"fede-403"
22383,"fede-402"
22385,"fede-125"
22406,"fede-407"
22420,"fede-242"
22436,"fede-125"
22464,"fede-267"
22466,"fede-109"
22484,"fede-124"
22514,"fede-132"
22517,"fede-123"
22536,"fede-111"
22551,"fede-132"
22557,"fede-111"
22583,"fede-111"
22597,"fede-402"
22600,"fede-503"
22643,"fede-134"
22644,"fede-261"
22649,"fede-604"
22659,"fede-132"
22704,"fede-242"
22705,"fede-119"
22707,"fede-252"
22719,"fede-403"
22728,"fede-111"
22782,"fede-111"
22796,"fede-111"
22803,"fede-117"
22845,"fede-132"
22857,"fede-136"
22864,"fede-111"
22893,"fede-261"
22917,"fede-111"
22921,"fede-404"
22953,"fede-109"
22954,"fede-602"
22990,"fede-115"
23036,"fede-233"
23037,"fede-125"
23044,"fede-402"
23074,"fede-402"
23081,"fede-245"
23092,"fede-132"
23098,"fede-410"
23101,"fede-125"
23102,"fede-103"
23103,"fede-601"
23113,"fede-402"
23125,"fede-237"
23127,"fede-113"
23130,"fede-132"
23157,"fede-111"
23162,"fede-242"
23163,"fede-134"
23167,"fede-123"
23171,"fede-115"
23177,"fede-101"
23178,"fede-402"
23179,"fede-123"
23181,"fede-242"
23188,"fede-401"
23197,"fede-410"
23198,"fede-111"
23201,"fede-245"
23218,"fede-410"
23227,"fede-123"
23281,"fede-261"
23302,"fede-221"
23324,"fede-242"
23325,"fede-132"
23347,"fede-133"
23348,"fede-242"
23360,"fede-402"
23368,"fede-402"
23381,"fede-135"
23387,"fede-237"
23402,"fede-123"
23404,"fede-401"
23426,"fede-109"
23458,"fede-123"
23469,"fede-123"
23473,"fede-218"
23486,"fede-417"
23531,"fede-201"
23535,"fede-222"
23537,"fede-402"
23539,"fede-123"
23554,"fede-117"
23560,"fede-103"
23562,"fede-132"
23566,"fede-132"
23569,"fede-123"
23574,"fede-111"
23576,"fede-242"
23578,"fede-241"
23579,"fede-402"
23582,"fede-132"
23607,"fede-132"
23612,"fede-250"
23628,"fede-111"
23639,"fede-242"
23660,"fede-111"
23690,"fede-420"
23691,"fede-407"
23693,"fede-249"
23698,"fede-402"
23704,"fede-115"
23721,"fede-242"
23743,"fede-402"
23755,"fede-115"
23767,"fede-111"
23768,"fede-134"
23813,"fede-111"
23833,"fede-133"
23844,"fede-109"
23847,"fede-245"
23865,"fede-402"
23874,"fede-117"
23879,"fede-125"
23888,"fede-109"
23901,"fede-242"
23916,"fede-109"
23936,"fede-218"
23949,"fede-601"
23971,"fede-602"
23982,"fede-111"
23999,"fede-410"
24009,"fede-110"
24051,"fede-111"
24072,"fede-402"
24075,"fede-410"
24091,"fede-242"
24115,"fede-133"
24134,"fede-221"
24149,"fede-133"
24152,"fede-402"
24164,"fede-132"
24172,"fede-242"
24212,"fede-109"
24221,"fede-243"
24251,"fede-134"
24271,"fede-128"
24288,"fede-242"
24296,"fede-136"
24321,"fede-604"
24336,"fede-111"
24348,"fede-205"
24363,"fede-402"
24396,"fede-501"
24436,"fede-111"
24439,"fede-221"
24473,"fede-133"
24484,"fede-102"
24490,"fede-602"
24507,"fede-213"
24562,"fede-126"
24586,"fede-410"
24587,"fede-125"
24595,"fede-410"
24626,"fede-117"
24627,"fede-501"
24632,"fede-111"
24654,"fede-111"
24658,"fede-245"
24661,"fede-105"
24690,"fede-133"
24700,"fede-105"
24711,"fede-135"
24728,"fede-132"
24747,"fede-122"
24751,"fede-604"
24762,"fede-132"
24781,"fede-602"
24783,"fede-602"
24788,"fede-413"
24805,"fede-111"
24890,"fede-402"
24907,"fede-124"
24908,"fede-401"
24921,"fede-115"
24937,"fede-248"
24958,"fede-601"
24964,"fede-132"
24977,"fede-111"
24986,"fede-132"
25040,"fede-402"
25078,"fede-133"
25101,"fede-417"
25111,"fede-402"
25138,"fede-133"
25166,"fede-410"
25170,"fede-101"
25188,"fede-133"
25193,"fede-407"
25196,"fede-125"
25201,"fede-105"
25208,"fede-127"
25211,"fede-402"
25216,"fede-212"
25221,"fede-242"
25243,"fede-417"
25247,"fede-109"
25257,"fede-133"
25275,"fede-415"
25284,"fede-124"
25290,"fede-410"
25304,"fede-132"
25312,"fede-111"
25327,"fede-245"
25371,"fede-133"
25380,"fede-242"
25386,"fede-121"
25389,"fede-109"
25400,"fede-601"
25406,"fede-604"
25409,"fede-206"
25413,"fede-402"
25439,"fede-133"
25443,"fede-111"
25445,"fede-407"
25467,"fede-111"
25480,"fede-105"
25497,"fede-133"
25503,"fede-404"
25513,"fede-116"
25519,"fede-213"
25540,"fede-109"
25583,"fede-402"
25585,"fede-123"
25597,"fede-402"
25599,"fede-125"
25609,"fede-123"
25621,"fede-109"
25628,"fede-137"
25629,"fede-132"
25637,"fede-402"
25667,"fede-125"
25674,"fede-103"
25676,"fede-109"
25681,"fede-604"
25683,"fede-123"
25688,"fede-242"
25696,"fede-133"
25713,"fede-111"
25770,"fede-123"
25776,"fede-101"
25777,"fede-245"
25784,"fede-404"
25799,"fede-604"
25801,"fede-109"
25812,"fede-123"
25821,"fede-219"
25833,"fede-604"
25839,"fede-101"
25851,"fede-242"
25866,"fede-601"
25874,"fede-221"
25893,"fede-103"
25916,"fede-125"
25932,"fede-132"
25941,"fede-133"
25952,"fede-115"
25991,"fede-602"
25993,"fede-125"
26007,"fede-111"
26011,"fede-602"
26059,"fede-601"
26062,"fede-123"
26066,"fede-410"
26110,"fede-132"
26116,"fede-105"
26137,"fede-601"
26165,"fede-101"
26170,"fede-261"
26180,"fede-403"
26186,"fede-123"
26189,"fede-221"
26190,"fede-115"
26207,"fede-132"
26210,"fede-212"
26213,"fede-123"
26250,"fede-254"
26293,"fede-111"
26300,"fede-602"
26313,"fede-604"
26331,"fede-123"
26377,"fede-128"
26381,"fede-111"
26403,"fede-132"
26408,"fede-115"
26424,"fede-132"
26426,"fede-503"
26429,"fede-108"
26436,"fede-105"
26449,"fede-413"
26455,"fede-137"
26464,"fede-245"
26493,"fede-123"
26526,"fede-125"
26527,"fede-602"
26530,"fede-402"
26541,"fede-123"
26570,"fede-111"
26577,"fede-135"
26580,"fede-109"
26585,"fede-241"
26597,"fede-109"
26721,"fede-132"
26722,"fede-413"
26732,"fede-254"
26735,"fede-413"
26759,"fede-133"
26765,"fede-133"
26768,"fede-133"
26774,"fede-219"
26790,"fede-602"
26807,"fede-111"
26823,"fede-111"
26829,"fede-123"
26830,"fede-109"
26844,"fede-106"
26886,"fede-111"
26915,"fede-132"
26933,"fede-256"
26952,"fede-102"
26970,"fede-134"
26975,"fede-123"
26979,"fede-113"
26982,"fede-111"
26986,"fede-402"
26998,"fede-115"
27028,"fede-133"
27035,"fede-123"
27044,"fede-108"
27046,"fede-233"
27062,"fede-111"
27095,"fede-115"
27100,"fede-123"
27106,"fede-133"
27113,"fede-123"
27138,"fede-109"
27148,"fede-105"
27167,"fede-252"
27183,"fede-404"
27184,"fede-132"
27194,"fede-133"
27195,"fede-109"
27202,"fede-604"
27208,"fede-123"
27242,"fede-242"
27272,"fede-601"
27273,"fede-115"
27275,"fede-121"
27323,"fede-111"
27332,"fede-132"
27339,"fede-132"
27352,"fede-258"
27355,"fede-132"
27365,"fede-123"
27411,"fede-242"
27415,"fede-410"
27421,"fede-202"
27465,"fede-261"
27468,"fede-111"
27478,"fede-209"
27516,"fede-111"
27525,"fede-132"
27530,"fede-218"
27531,"fede-111"
27570,"fede-115"
27581,"fede-138"
27586,"fede-413"
27590,"fede-123"
27591,"fede-133"
27593,"fede-413"
27599,"fede-133"
27604,"fede-402"
27625,"fede-134"
27626,"fede-103"
27640,"fede-254"
27644,"fede-125"
27646,"fede-114"
27647,"fede-132"
27657,"fede-111"
27678,"fede-105"
27679,"fede-111"
27682,"fede-115"
27698,"fede-119"
27702,"fede-115"
27760,"fede-402"
27773,"fede-211"
27786,"fede-111"
27790,"fede-117"
27807,"fede-115"
27809,"fede-132"
27859,"fede-245"
27861,"fede-135"
27863,"fede-601"
27877,"fede-101"
27888,"fede-204"
27907,"fede-111"
27939,"fede-132"
27945,"fede-402"
27956,"fede-132"
27964,"fede-242"
27972,"fede-602"
27981,"fede-111"
28013,"fede-242"
28018,"fede-115"
28033,"fede-117"
28046,"fede-137"
28072,"fede-132"
28080,"fede-109"
28098,"fede-221"
28111,"fede-107"
28125,"fede-111"
28175,"fede-133"
28250,"fede-125"
28262,"fede-113"
28269,"fede-123"
28276,"fede-133"
28284,"fede-604"
28292,"fede-125"
28321,"fede-404"
28336,"fede-221"
28350,"fede-407"
28370,"fede-402"
28373,"fede-403"
28403,"fede-252"
28422,"fede-111"
28431,"fede-221"
28437,"fede-128"
28439,"fede-123"
28440,"fede-134"
28448,"fede-249"
28469,"fede-242"
28480,"fede-405"
28487,"fede-123"
28495,"fede-123"
28544,"fede-133"
28567,"fede-133"
28581,"fede-123"
28589,"fede-109"
28590,"fede-249"
28603,"fede-249"
28616,"fede-242"
28648,"fede-403"
28656,"fede-221"
28666,"fede-132"
28685,"fede-123"
28704,"fede-111"
28705,"fede-402"
28723,"fede-401"
28728,"fede-111"
28740,"fede-404"
28742,"fede-133"
28761,"fede-221"
28771,"fede-404"
28774,"fede-402"
28778,"fede-402"
28782,"fede-210"
28797,"fede-133"
28814,"fede-249"
28817,"fede-109"
28830,"fede-107"
28834,"fede-109"
28890,"fede-103"
28948,"fede-501"
28967,"fede-106"
28992,"fede-402"
29053,"fede-101"
29061,"fede-249"
29107,"fede-601"
29145,"fede-125"
29148,"fede-221"
29160,"fede-123"
29162,"fede-410"
29185,"fede-249"
29193,"fede-601"
29200,"fede-123"
29203,"fede-420"
29274,"fede-105"
29308,"fede-119"
29322,"fede-402"
29325,"fede-604"
29352,"fede-242"
29412,"fede-604"
29426,"fede-101"
29434,"fede-123"
29469,"fede-129"
29492,"fede-242"
29498,"fede-218"
29522,"fede-407"
29529,"fede-129"
29549,"fede-111"
29558,"fede-245"
29561,"fede-123"
29562,"fede-108"
29577,"fede-404"
29596,"fede-123"
29602,"fede-111"
29614,"fede-132"
29622,"fede-132"
29627,"fede-105"
29673,"fede-201"
29675,"fede-128"
29686,"fede-123"
29703,"fede-109"
29713,"fede-132"
29715,"fede-233"
29718,"fede-125"
29722,"fede-604"
29724,"fede-242"
29726,"fede-267"
29744,"fede-221"
29745,"fede-119"
29761,"fede-402"
29765,"fede-133"
29771,"fede-407"
29804,"fede-106"
29844,"fede-125"
29855,"fede-410"
29865,"fede-245"
29871,"fede-123"
29872,"fede-245"
29896,"fede-111"
29903,"fede-407"
29904,"fede-106"
29908,"fede-124"
29912,"fede-117"
29940,"fede-404"
29946,"fede-242"
29947,"fede-402"
29973,"fede-111"
29988,"fede-420"
29993,"fede-602"
30004,"fede-111"
30008,"fede-413"
30019,"fede-103"
30026,"fede-115"
30047,"fede-402"
30056,"fede-103"
30058,"fede-123"
30082,"fede-404"
30085,"fede-221"
30139,"fede-102"
30141,"fede-413"
30167,"fede-105"
30170,"fede-602"
30176,"fede-218"
30197,"fede-135"
30216,"fede-402"
30219,"fede-218"
30228,"fede-115"
30241,"fede-132"
30245,"fede-111"
30247,"fede-123"
30271,"fede-402"
30288,"fede-219"
30290,"fede-111"
30309,"fede-128"
30317,"fede-111"
30346,"fede-245"
30352,"fede-115"
30360,"fede-256"
30374,"fede-221"
30382,"fede-602"
30387,"fede-123"
30399,"fede-266"
30401,"fede-111"
30413,"fede-242"
30422,"fede-129"
30426,"fede-107"
30429,"fede-105"
30432,"fede-245"
30437,"fede-111"
30447,"fede-101"
30462,"fede-402"
30467,"fede-402"
30468,"fede-602"
30486,"fede-602"
30493,"fede-111"
30501,"fede-221"
30504,"fede-123"
30513,"fede-602"
30518,"fede-105"
30524,"fede-403"
30537,"fede-111"
30555,"fede-132"
30598,"fede-111"
30652,"fede-101"
30700,"fede-602"
30728,"fede-257"
30729,"fede-233"
30734,"fede-105"
30738,"fede-111"
30762,"fede-106"
30765,"fede-602"
30766,"fede-261"
30788,"fede-402"
30806,"fede-413"
30815,"fede-125"
30837,"fede-119"
30850,"fede-602"
30852,"fede-604"
30869,"fede-501"
30885,"fede-413"
30907,"fede-119"
31007,"fede-245"
31022,"fede-206"
31041,"fede-101"
31046,"fede-108"
31053,"fede-132"
31060,"fede-405"
31065,"fede-129"
31071,"fede-418"
31073,"fede-125"
31076,"fede-105"
31101,"fede-101"
31111,"fede-117"
31119,"fede-402"
31139,"fede-402"
31172,"fede-245"
31182,"fede-123"
31190,"fede-602"
31201,"fede-115"
31237,"fede-407"
31245,"fede-111"
31273,"fede-111"
31275,"fede-103"
31286,"fede-249"
31303,"fede-105"
31305,"fede-123"
31314,"fede-123"
31327,"fede-111"
31357,"fede-109"
31416,"fede-103"
31443,"fede-103"
31447,"fede-111"
31454,"fede-403"
31496,"fede-109"
31507,"fede-105"
31509,"fede-123"
31512,"fede-105"
31518,"fede-117"
31539,"fede-105"
31550,"fede-245"
31566,"fede-242"
31574,"fede-233"
31614,"fede-413"
31635,"fede-420"
31639,"fede-413"
31642,"fede-103"
31673,"fede-413"
31692,"fede-111"
31704,"fede-103"
31710,"fede-242"
31723,"fede-111"
31726,"fede-233"
31734,"fede-119"
31740,"fede-420"
31767,"fede-101"
31780,"fede-413"
31819,"fede-105"
31870,"fede-132"
31878,"fede-111"
31893,"fede-135"
31895,"fede-126"
31910,"fede-242"
31929,"fede-413"
31946,"fede-249"
31947,"fede-245"
31950,"fede-127"
31965,"fede-243"
31988,"fede-602"
31990,"fede-218"
31991,"fede-111"
31999,"fede-245"
32006,"fede-413"
32017,"fede-119"
32026,"fede-115"
32033,"fede-413"
32050,"fede-101"
32056,"fede-402"
32080,"fede-111"
32086,"fede-402"
32091,"fede-602"
32127,"fede-402"
32133,"fede-127"
32152,"fede-115"
32174,"fede-111"
32180,"fede-109"
32190,"fede-111"
32192,"fede-103"
32240,"fede-201"
32268,"fede-402"
32290,"fede-402"
32311,"fede-109"
32317,"fede-405"
32344,"fede-133"
32367,"fede-128"
32384,"fede-132"
32399,"fede-124"
32447,"fede-201"
32456,"fede-210"
32458,"fede-111"
32507,"fede-117"
32539,"fede-202"
32545,"fede-124"
32548,"fede-402"
32549,"fede-402"
32560,"fede-601"
32562,"fede-105"
32578,"fede-109"
32585,"fede-111"
32595,"fede-127"
32624,"fede-219"
32625,"fede-111"
32626,"fede-604"
32637,"fede-107"
32704,"fede-101"
32714,"fede-107"
32743,"fede-103"
32747,"fede-107"
32748,"fede-420"
32762,"fede-124"
32777,"fede-123"
32813,"fede-601"
32819,"fede-413"
32834,"fede-111"
32848,"fede-111"
32875,"fede-604"
32887,"fede-604"
32892,"fede-604"
32893,"fede-117"
32895,"fede-211"
32900,"fede-402"
32902,"fede-402"
32936,"fede-119"
32943,"fede-211"
32955,"fede-115"
32956,"fede-133"
32960,"fede-402"
32961,"fede-413"
32968,"fede-602"
33031,"fede-417"
33093,"fede-402"
33114,"fede-121"
33154,"fede-111"
33162,"fede-404"
33204,"fede-121"
33209,"fede-603"
33228,"fede-410"
33233,"fede-109"
33251,"fede-221"
33270,"fede-134"
33301,"fede-105"
33303,"fede-111"
33348,"fede-402"
33360,"fede-402"
33370,"fede-109"
33391,"fede-249"
33399,"fede-205"
33401,"fede-601"
33407,"fede-132"
33444,"fede-135"
33462,"fede-132"
33473,"fede-103"
33484,"fede-602"
33489,"fede-103"
33503,"fede-135"
33544,"fede-402"
33549,"fede-121"
33588,"fede-138"
33609,"fede-204"
33612,"fede-123"
33614,"fede-401"
33626,"fede-105"
33636,"fede-402"
33642,"fede-128"
33651,"fede-111"
33654,"fede-111"
33688,"fede-407"
33693,"fede-121"
33704,"fede-111"
33707,"fede-121"
33716,"fede-218"
33723,"fede-402"
33735,"fede-217"
33744,"fede-123"
33759,"fede-212"
33771,"fede-261"
33775,"fede-401"
33779,"fede-402"
33783,"fede-123"
33800,"fede-121"
33801,"fede-121"
33807,"fede-402"
33836,"fede-402"
33866,"fede-111"
33885,"fede-258"
33893,"fede-125"
33923,"fede-410"
33930,"fede-402"
33944,"fede-249"
33951,"fede-211"
33968,"fede-111"
33989,"fede-115"
34011,"fede-135"
34030,"fede-123"
34031,"fede-132"
34055,"fede-123"
34082,"fede-402"
34083,"fede-245"
34097,"fede-132"
34108,"fede-111"
34120,"fede-404"
34142,"fede-105"
34160,"fede-111"
34188,"fede-111"
34191,"fede-401"
34199,"fede-115"
34208,"fede-121"
34226,"fede-115"
34252,"fede-115"
34257,"fede-111"
34266,"fede-603"
34273,"fede-211"
34280,"fede-402"
34285,"fede-133"
34289,"fede-121"
34293,"fede-122"
34298,"fede-410"
34307,"fede-413"
34377,"fede-103"
34389,"fede-410"
34390,"fede-105"
34409,"fede-132"
34414,"fede-123"
34469,"fede-218"
34512,"fede-401"
34513,"fede-410"
34530,"fede-133"
34533,"fede-243"
34573,"fede-111"
34619,"fede-402"
34633,"fede-121"
34634,"fede-101"
34636,"fede-211"
34638,"fede-123"
34657,"fede-402"
34689,"fede-401"
34693,"fede-111"
34716,"fede-604"
34719,"fede-602"
34721,"fede-111"
34722,"fede-604"
34733,"fede-119"
34741,"fede-119"
34753,"fede-604"
34756,"fede-125"
34757,"fede-402"
34768,"fede-211"
34787,"fede-111"
34825,"fede-115"
34837,"fede-403"
34838,"fede-402"
34864,"fede-119"
34881,"fede-133"
34886,"fede-604"
34889,"fede-123"
34899,"fede-133"
34910,"fede-404"
34911,"fede-111"
34927,"fede-413"
34929,"fede-134"
34937,"fede-109"
34938,"fede-404"
34948,"fede-123"
34949,"fede-233"
34953,"fede-117"
34961,"fede-103"
34969,"fede-129"
34988,"fede-605"
34994,"fede-124"
35010,"fede-245"
35014,"fede-111"
35016,"fede-233"
35019,"fede-111"
35069,"fede-604"
35070,"fede-233"
35078,"fede-111"
35086,"fede-109"
35091,"fede-121"
35101,"fede-111"
35146,"fede-108"
35158,"fede-123"
35159,"fede-121"
35172,"fede-503"
35204,"fede-245"
35205,"fede-134"
35207,"fede-133"
35215,"fede-205"
35217,"fede-212"
35228,"fede-133"
35266,"fede-111"
35268,"fede-101"
35272,"fede-101"
35323,"fede-220"
35358,"fede-125"
35362,"fede-245"
35369,"fede-242"
35377,"fede-132"
35378,"fede-604"
35392,"fede-111"
35396,"fede-123"
35427,"fede-137"
35475,"fede-216"
35514,"fede-106"
35518,"fede-402"
35529,"fede-115"
35536,"fede-132"
35547,"fede-241"
35590,"fede-602"
35607,"fede-132"
35615,"fede-101"
35622,"fede-221"
35623,"fede-216"
35625,"fede-210"
35629,"fede-101"
35638,"fede-111"
35647,"fede-249"
35658,"fede-402"
35666,"fede-213"
35668,"fede-221"
35670,"fede-249"
35674,"fede-249"
35681,"fede-105"
35689,"fede-202"
35695,"fede-135"
35709,"fede-105"
35754,"fede-241"
35774,"fede-125"
35778,"fede-111"
35786,"fede-137"
35790,"fede-102"
35791,"fede-111"
35817,"fede-123"
35859,"fede-413"
35865,"fede-243"
35875,"fede-123"
35883,"fede-111"
35894,"fede-123"
35910,"fede-132"
35915,"fede-117"
35918,"fede-132"
35926,"fede-115"
35933,"fede-602"
35944,"fede-109"
35957,"fede-111"
35966,"fede-402"
35974,"fede-605"
36004,"fede-119"
36009,"fede-109"
36014,"fede-111"
36018,"fede-125"
36050,"fede-267"
36067,"fede-402"
36130,"fede-111"
36139,"fede-111"
36141,"fede-111"
36151,"fede-109"
36158,"fede-111"
36166,"fede-111"
36183,"fede-125"
36185,"fede-132"
36201,"fede-119"
36204,"fede-123"
36208,"fede-111"
36213,"fede-111"
36245,"fede-111"
36274,"fede-115"
36275,"fede-604"
36292,"fede-123"
36339,"fede-402"
36354,"fede-105"
36364,"fede-245"
36382,"fede-111"
36404,"fede-105"
36421,"fede-111"
36423,"fede-111"
36429,"fede-105"
36430,"fede-105"
36432,"fede-111"
36470,"fede-124"
36472,"fede-218"
36478,"fede-133"
36486,"fede-105"
36491,"fede-121"
36492,"fede-124"
36496,"fede-111"
36522,"fede-604"
36523,"fede-126"
36528,"fede-119"
36534,"fede-111"
36560,"fede-109"
36561,"fede-242"
36575,"fede-604"
36624,"fede-129"
36631,"fede-410"
36646,"fede-115"
36652,"fede-123"
36659,"fede-601"
36717,"fede-111"
36723,"fede-134"
36724,"fede-402"
36727,"fede-245"
36734,"fede-134"
36745,"fede-123"
36748,"fede-125"
36751,"fede-111"
36752,"fede-123"
36762,"fede-242"
36783,"fede-217"
36809,"fede-604"
36822,"fede-131"
36836,"fede-105"
36841,"fede-111"
36853,"fede-402"
36855,"fede-233"
36870,"fede-402"
36873,"fede-105"
36887,"fede-101"
36910,"fede-115"
36937,"fede-125"
36948,"fede-242"
36958,"fede-111"
36972,"fede-119"
36999,"fede-123"
37005,"fede-116"
37027,"fede-126"
37078,"fede-604"
37100,"fede-410"
37107,"fede-403"
37118,"fede-105"
37135,"fede-111"
37217,"fede-124"
37238,"fede-132"
37241,"fede-117"
37242,"fede-125"
37279,"fede-413"
37315,"fede-604"
37336,"fede-105"
37347,"fede-402"
37367,"fede-402"
37375,"fede-111"
37376,"fede-132"
37425,"fede-123"
37438,"fede-402"
37441,"fede-111"
37442,"fede-125"
37445,"fede-402"
37450,"fede-119"
37463,"fede-107"
37469,"fede-124"
37471,"fede-125"
37479,"fede-109"
37499,"fede-111"
37530,"fede-111"
37551,"fede-267"
37552,"fede-219"
37557,"fede-210"
37560,"fede-117"
37563,"fede-111"
37578,"fede-402"
37597,"fede-111"
37613,"fede-105"
37638,"fede-242"
37673,"fede-123"
37693,"fede-604"
37699,"fede-221"
37750,"fede-134"
37752,"fede-111"
37786,"fede-217"
37791,"fede-242"
37795,"fede-111"
37806,"fede-123"
37809,"fede-111"
37811,"fede-111"
37820,"fede-111"
37825,"fede-117"
37829,"fede-602"
37835,"fede-245"
37837,"fede-126"
37867,"fede-115"
37877,"fede-119"
37883,"fede-101"
37902,"fede-111"
37906,"fede-111"
37921,"fede-403"
37943,"fede-257"
37960,"fede-111"
37972,"fede-206"
37982,"fede-105"
37985,"fede-403"
37993,"fede-111"
38003,"fede-403"
38032,"fede-111"
38048,"fede-402"
38049,"fede-219"
38058,"fede-111"
38072,"fede-117"
38082,"fede-123"
38097,"fede-245"
38102,"fede-123"
38105,"fede-202"
38115,"fede-123"
38133,"fede-413"
38134,"fede-602"
38148,"fede-111"
38174,"fede-132"
38180,"fede-105"
38195,"fede-245"
38214,"fede-123"
38217,"fede-109"
38223,"fede-105"
38224,"fede-403"
38237,"fede-602"
38280,"fede-604"
38284,"fede-105"
38290,"fede-202"
38305,"fede-132"
38328,"fede-111"
38333,"fede-245"
38351,"fede-115"
38357,"fede-123"
38373,"fede-413"
38398,"fede-503"
38426,"fede-402"
38448,"fede-101"
38456,"fede-403"
38483,"fede-402"
38500,"fede-105"
38565,"fede-118"
38568,"fede-245"
38576,"fede-245"
38589,"fede-125"
38661,"fede-413"
38665,"fede-123"
38689,"fede-101"
38691,"fede-413"
38698,"fede-602"
38700,"fede-108"
38711,"fede-245"
38715,"fede-111"
38731,"fede-413"
38744,"fede-132"
38751,"fede-109"
38794,"fede-264"
38797,"fede-603"
38811,"fede-118"
38815,"fede-132"
38819,"fede-123"
38825,"fede-601"
38860,"fede-410"
38868,"fede-604"
38876,"fede-242"
38889,"fede-221"
38890,"fede-128"
38928,"fede-119"
38929,"fede-107"
38962,"fede-119"
38977,"fede-410"
38986,"fede-252"
39010,"fede-111"
39028,"fede-134"
39029,"fede-105"
39052,"fede-136"
39085,"fede-132"
39091,"fede-109"
39096,"fede-123"
39099,"fede-105"
39120,"fede-111"
39138,"fede-136"
39148,"fede-134"
39168,"fede-604"
39169,"fede-602"
39184,"fede-125"
39190,"fede-121"
39200,"fede-135"
39228,"fede-134"
39252,"fede-218"
39253,"fede-111"
39262,"fede-111"
39281,"fede-124"
39307,"fede-101"
39311,"fede-111"
39317,"fede-114"
39319,"fede-111"
39361,"fede-245"
39366,"fede-413"
39374,"fede-602"
39375,"fede-404"
39388,"fede-111"
39408,"fede-111"
39431,"fede-101"
39437,"fede-111"
39453,"fede-119"
39457,"fede-111"
39464,"fede-123"
39466,"fede-403"
39479,"fede-115"
39481,"fede-132"
39492,"fede-115"
39496,"fede-404"
39511,"fede-233"
39534,"fede-403"
39555,"fede-605"
39557,"fede-123"
39569,"fede-129"
39575,"fede-221"
39588,"fede-124"
39599,"fede-123"
39608,"fede-113"
39617,"fede-218"
39623,"fede-503"
39666,"fede-123"
39689,"fede-132"
39703,"fede-413"
39708,"fede-111"
39725,"fede-111"
39756,"fede-105"
39765,"fede-103"
39801,"fede-117"
39804,"fede-111"
39816,"fede-123"
39820,"fede-105"
39823,"fede-127"
39834,"fede-403"
39850,"fede-602"
39864,"fede-404"
39884,"fede-602"
39901,"fede-413"
39903,"fede-219"
39924,"fede-242"
39928,"fede-413"
39929,"fede-403"
39942,"fede-111"
39972,"fede-110"
39997,"fede-402"
40002,"fede-117"
40033,"fede-129"
40039,"fede-261"
40050,"fede-242"
40058,"fede-604"
40061,"fede-604"
40069,"fede-604"
40087,"fede-123"
40089,"fede-105"
40094,"fede-123"
40096,"fede-602"
40114,"fede-124"
40133,"fede-605"
40135,"fede-123"
40142,"fede-249"
40146,"fede-402"
40160,"fede-109"
40179,"fede-123"
40188,"fede-413"
40216,"fede-113"
40223,"fede-133"
40226,"fede-402"
40227,"fede-129"
40252,"fede-602"
40272,"fede-245"
40279,"fede-115"
40302,"fede-114"
40375,"fede-132"
40400,"fede-115"
40417,"fede-103"
40445,"fede-202"
40498,"fede-129"
40504,"fede-122"
40523,"fede-261"
40524,"fede-132"
40548,"fede-245"
40553,"fede-105"
40557,"fede-245"
40567,"fede-111"
40588,"fede-603"
40591,"fede-402"
40597,"fede-132"
40606,"fede-101"
40650,"fede-245"
40665,"fede-604"
40682,"fede-123"
40692,"fede-113"
40705,"fede-103"
40707,"fede-133"
40709,"fede-402"
40726,"fede-402"
40756,"fede-123"
40767,"fede-402"
40809,"fede-402"
40820,"fede-117"
40855,"fede-132"
40865,"fede-403"
40874,"fede-218"
40912,"fede-218"
40917,"fede-402"
40928,"fede-113"
40937,"fede-123"
40942,"fede-403"
40944,"fede-132"
40966,"fede-103"
40967,"fede-219"
40996,"fede-404"
41005,"fede-111"
41006,"fede-413"
41011,"fede-111"
41017,"fede-402"
41019,"fede-242"
41020,"fede-503"
41036,"fede-242"
41038,"fede-402"
41055,"fede-123"
41088,"fede-109"
41102,"fede-111"
41130,"fede-119"
41135,"fede-402"
41148,"fede-111"
41158,"fede-206"
41159,"fede-134"
41250,"fede-604"
41263,"fede-109"
