PRIMARY_KEY,Former_occupation_42,Former_emp,retirement_age
18724,"csp_5_2","temp-1-6",60
18725,"csp_5_6","temp-1-6",56
18741,"csp_6_7","temp-1-6",60
18749,"csp_4_3","temp-2-1",65
18753,"csp_6_4","temp-1-6",60
18761,"csp_4_3","temp-1-6",60
18762,"csp_2_2","temp-2-1",56
18763,"csp_5_4","temp-1-6",62
18765,"csp_6_3","temp-1-6",55
18766,"csp_5_4","temp-1-6",65
18767,"csp_4_7","temp-1-6",58
18768,"csp_4_2","temp-1-5",60
18774,"csp_2_2","temp-2-3",56
18777,"csp_1_1","temp-2-1",63
18781,"csp_5_2","temp-1-5",60
18782,"csp_5_4","temp-1-3",65
18787,"csp_3_5","temp-1-6",65
18789,"csp_6_8","temp-1-6",60
18800,"csp_3_4","temp-1-6",60
18813,"csp_2_2","temp-2-1",58
18828,"csp_4_3","temp-1-6",60
18842,"csp_6_4","temp-1-6",61
18853,"csp_4_7","temp-1-6",62
18860,"csp_6_8","temp-1-5",60
18868,"csp_4_6","temp-1-6",60
18871,"csp_3_7","temp-1-6",60
18872,"csp_4_8","temp-1-6",60
18881,"csp_5_6","temp-1-6",60
18884,"csp_2_1","temp-2-1",60
18885,"csp_5_2","temp-1-6",60
18891,"csp_6_4","temp-1-6",60
18893,"csp_4_8","temp-1-6",52
18895,"csp_6_5","temp-1-6",62
18900,"csp_5_2","temp-1-6",65
18906,"csp_1_1","temp-2-2",58
18910,"csp_5_2","temp-1-6",62
18915,"csp_4_6","temp-1-6",60
18919,"csp_6_3","temp-1-6",65
18923,"csp_6_3","temp-1-6",60
18924,"csp_1_1","temp-2-1",63
18925,"csp_5_6","temp-1-6",67
18928,"csp_4_8","temp-1-6",60
18932,"csp_4_3","temp-2-1",65
18933,"csp_6_3","temp-1-6",60
18948,"csp_6_3","temp-1-6",61
18953,"csp_5_5","temp-1-6",65
18963,"csp_5_6","temp-1-6",60
18968,"csp_5_2","temp-1-6",60
18972,"csp_5_5","temp-1-6",60
18973,"csp_5_2","temp-1-5",60
18976,"csp_5_4","temp-1-6",65
18981,"csp_6_4","temp-1-6",52
18984,"csp_5_6","temp-1-6",60
18987,"csp_4_5","temp-1-6",64
18989,"csp_6_3","temp-1-6",60
18992,"csp_5_2","temp-1-6",60
18998,"csp_2_1","temp-2-2",60
18999,"csp_6_8","temp-1-5",57
19000,"csp_5_6","temp-1-6",60
19004,"csp_3_7","temp-1-6",59
19030,"csp_5_2","temp-1-6",63
19046,"csp_5_2","temp-1-5",60
19049,"csp_3_8","temp-1-6",60
19055,"csp_6_3","temp-1-6",60
19056,"csp_5_2","temp-1-6",63
19062,"csp_3_3","temp-1-6",59
19068,"csp_5_2","temp-1-6",60
19069,"csp_4_6","temp-1-6",59
19074,"csp_4_3","temp-1-6",56
19077,"csp_6_8","temp-1-5",58
19078,"csp_4_6","temp-1-6",54
19081,"csp_6_3","temp-1-6",56
19082,"csp_4_3","temp-1-6",60
19100,"csp_6_3","temp-1-6",60
19104,"csp_5_5","temp-1-6",59
19144,"csp_5_4","temp-1-6",62
19145,"csp_3_3","temp-1-6",60
19151,"csp_5_4","temp-1-6",62
19175,"csp_6_3","temp-1-6",60
19176,"csp_6_7","temp-1-2",56
19181,"csp_4_6","temp-1-6",57
19203,"csp_6_7","temp-1-2",60
19214,"csp_4_3","temp-2-2",63
19215,"csp_6_5","temp-1-6",60
19218,"csp_2_2","temp-2-1",63
19221,"csp_5_2","temp-1-6",59
19225,"csp_4_7","temp-1-6",60
19231,"csp_5_2","temp-1-5",60
19256,"csp_6_2","temp-1-6",60
19259,"csp_3_1","temp-2-2",60
19263,"csp_6_8","temp-1-6",55
19276,"csp_4_5","temp-1-6",65
19285,"csp_2_2","temp-2-2",63
19289,"csp_4_6","temp-1-6",60
19294,"csp_5_2","temp-1-5",53
19314,"csp_5_2","temp-1-5",64
19323,"csp_1_1","temp-2-1",60
19337,"csp_6_4","temp-1-6",54
19338,"csp_6_4","temp-1-6",51
19363,"csp_4_6","temp-1-6",60
19364,"csp_2_1","temp-2-1",54
19366,"csp_6_3","temp-1-6",60
19376,"csp_5_4","temp-1-6",56
19377,"csp_6_7","temp-1-2",60
19380,"csp_6_5","temp-1-6",60
19396,"csp_6_9","temp-1-6",59
19398,"csp_6_7","temp-1-2",53
19407,"csp_6_7","temp-1-6",60
19409,"csp_5_4","temp-1-6",65
19430,"csp_5_3","temp-1-6",61
19432,"csp_2_3","temp-2-2",60
19437,"csp_6_7","temp-1-6",57
19438,"csp_3_5","temp-1-6",60
19439,"csp_5_4","temp-1-6",60
19444,"csp_4_7","temp-1-6",60
19448,"csp_4_6","temp-1-6",60
19451,"csp_3_4","temp-1-6",65
19456,"csp_6_7","temp-1-6",64
19457,"csp_2_2","temp-2-1",60
19461,"csp_5_2","temp-1-6",65
19469,"csp_1_1","temp-2-1",60
19477,"csp_6_4","temp-1-6",65
19478,"csp_5_2","temp-1-6",58
19479,"csp_5_4","temp-1-6",65
19480,"csp_4_6","temp-1-6",60
19483,"csp_5_5","temp-1-6",60
19493,"csp_3_3","temp-1-6",60
19499,"csp_5_4","temp-1-6",60
19502,"csp_5_6","temp-1-6",59
19508,"csp_2_1","temp-2-2",57
19509,"csp_4_6","temp-1-6",65
19525,"csp_5_6","temp-1-5",60
19529,"csp_5_2","temp-1-6",63
19530,"csp_5_2","temp-1-6",60
19533,"csp_6_4","temp-1-6",60
19542,"csp_4_5","temp-1-6",65
19579,"csp_6_2","temp-1-6",60
19580,"csp_6_3","temp-1-6",46
19581,"csp_5_6","temp-1-2",61
19589,"csp_5_5","temp-1-6",60
19601,"csp_6_7","temp-1-3",60
19604,"csp_6_2","temp-1-6",65
19609,"csp_4_7","temp-1-6",60
19614,"csp_5_2","temp-1-6",54
19615,"csp_4_7","temp-1-6",60
19617,"csp_6_7","temp-1-6",65
19618,"csp_1_3","temp-2-2",70
19622,"csp_6_3","temp-1-5",60
19638,"csp_5_4","temp-1-6",60
19641,"csp_5_6","temp-1-6",60
19661,"csp_5_6","temp-1-6",55
19662,"csp_6_7","temp-1-6",60
19668,"csp_6_3","temp-1-2",65
19680,"csp_1_3","temp-2-2",61
19690,"csp_6_2","temp-1-6",60
19691,"csp_6_3","temp-1-5",60
19696,"csp_6_8","temp-1-5",65
19721,"csp_5_2","temp-1-6",63
19733,"csp_6_4","temp-1-6",61
19744,"csp_5_2","temp-1-6",60
19747,"csp_6_4","temp-1-6",60
19755,"csp_5_4","temp-1-6",60
19756,"csp_6_8","temp-1-6",60
19767,"csp_5_4","temp-1-6",64
19778,"csp_4_8","temp-1-6",57
19784,"csp_4_2","temp-1-6",56
19802,"csp_4_6","temp-1-6",64
19820,"csp_5_6","temp-1-6",65
19825,"csp_5_2","temp-1-6",60
19826,"csp_5_5","temp-1-6",64
19828,"csp_6_8","temp-1-6",59
19830,"csp_5_5","temp-1-6",60
19840,"csp_6_8","temp-1-6",60
19843,"csp_4_5","temp-1-6",65
19849,"csp_5_6","temp-1-6",55
19859,"csp_5_4","temp-1-6",54
19887,"csp_6_7","temp-1-6",60
19889,"csp_2_1","temp-2-1",61
19890,"csp_6_4","temp-1-6",60
19904,"csp_5_2","temp-1-6",60
19909,"csp_6_9","temp-1-6",65
19914,"csp_1_1","temp-2-1",65
19915,"csp_5_2","temp-1-6",65
19916,"csp_4_2","temp-1-6",60
19918,"csp_6_4","temp-1-6",63
19923,"csp_5_4","temp-1-6",65
19924,"csp_4_5","temp-1-6",64
19925,"csp_2_2","temp-2-1",60
19933,"csp_3_4","temp-1-6",60
19939,"csp_6_8","temp-1-3",58
19948,"csp_6_4","temp-1-6",60
19956,"csp_5_6","temp-1-6",60
19960,"csp_5_6","temp-1-6",60
19970,"csp_1_1","temp-2-1",65
19973,"csp_3_4","temp-1-6",55
19974,"csp_5_5","temp-1-6",65
19981,"csp_5_2","temp-1-6",60
19992,"csp_4_2","temp-1-6",54
19999,"csp_2_1","temp-2-1",65
20013,"csp_6_7","temp-1-6",61
20020,"csp_6_2","temp-1-6",59
20028,"csp_1_3","temp-2-2",60
20038,"csp_4_7","temp-1-6",60
20043,"csp_4_5","temp-1-6",60
20044,"csp_5_4","temp-1-6",65
20045,"csp_5_6","temp-1-5",56
20046,"csp_1_1","temp-2-1",59
20048,"csp_5_2","temp-1-6",63
20061,"csp_3_7","temp-1-6",59
20079,"csp_5_3","temp-1-6",61
20091,"csp_4_6","temp-1-6",60
20093,"csp_3_7","temp-1-6",56
20098,"csp_6_2","temp-1-6",56
20104,"csp_3_8","temp-1-6",60
20105,"csp_5_2","temp-1-6",60
20106,"csp_6_3","temp-1-6",61
20112,"csp_4_2","temp-2-2",61
20117,"csp_4_3","temp-1-6",65
20128,"csp_6_5","temp-1-5",60
20130,"csp_3_1","temp-2-1",60
20132,"csp_5_4","temp-1-6",60
20136,"csp_5_6","temp-1-6",60
20141,"csp_1_1","temp-2-1",61
20143,"csp_2_1","temp-2-1",63
20148,"csp_6_8","temp-1-6",60
20161,"csp_5_4","temp-1-5",65
20173,"csp_5_6","temp-1-6",62
20197,"csp_3_3","temp-1-6",60
20214,"csp_4_3","temp-1-6",60
20215,"csp_1_1","temp-2-2",60
20216,"csp_2_1","temp-2-1",57
20224,"csp_6_7","temp-1-6",61
20226,"csp_5_2","temp-1-5",60
20229,"csp_5_5","temp-1-6",60
20233,"csp_6_3","temp-1-6",56
20241,"csp_5_2","temp-1-3",60
20250,"csp_6_5","temp-1-6",58
20259,"csp_4_3","temp-1-6",60
20267,"csp_3_7","temp-1-6",65
20280,"csp_1_1","temp-2-1",65
20305,"csp_4_3","temp-1-6",60
20313,"csp_6_2","temp-1-6",60
20329,"csp_3_5","temp-1-6",60
20339,"csp_1_1","temp-2-1",60
20341,"csp_6_2","temp-1-6",59
20351,"csp_4_8","temp-1-6",60
20368,"csp_6_8","temp-1-6",65
20374,"csp_5_2","temp-1-6",56
20378,"csp_6_2","temp-1-2",57
20387,"csp_5_6","temp-1-6",60
20394,"csp_6_5","temp-1-6",62
20396,"csp_5_4","temp-1-6",60
20399,"csp_2_2","temp-2-2",59
20401,"csp_5_2","temp-1-6",60
20405,"csp_2_2","temp-2-1",58
20409,"csp_6_3","temp-1-5",57
20410,"csp_3_4","temp-1-6",56
20413,"csp_4_6","temp-1-6",56
20416,"csp_5_4","temp-1-6",60
20421,"csp_3_4","temp-1-6",65
20437,"csp_5_2","temp-1-6",60
20438,"csp_5_2","temp-1-6",60
20444,"csp_6_4","temp-1-6",55
20449,"csp_6_4","temp-1-6",60
20451,"csp_3_1","temp-2-2",60
20453,"csp_3_7","temp-1-6",62
20459,"csp_5_2","temp-1-6",65
20479,"csp_4_5","temp-1-6",53
20481,"csp_4_7","temp-1-6",62
20486,"csp_5_2","temp-1-6",60
20488,"csp_5_2","temp-1-6",53
20495,"csp_5_5","temp-1-6",58
20497,"csp_2_1","temp-2-1",59
20498,"csp_6_7","temp-1-6",65
20502,"csp_5_6","temp-1-6",60
20507,"csp_1_3","temp-2-2",60
20515,"csp_6_8","temp-1-6",65
20518,"csp_1_1","temp-2-1",65
20521,"csp_2_2","temp-2-2",58
20532,"csp_6_9","temp-1-3",55
20534,"csp_5_3","temp-1-6",61
20535,"csp_6_4","temp-1-6",65
20537,"csp_6_4","temp-1-6",60
20544,"csp_5_5","temp-1-6",60
20551,"csp_2_2","temp-2-1",60
20552,"csp_5_2","temp-1-6",60
20555,"csp_2_3","temp-2-2",60
20562,"csp_6_2","temp-1-6",52
20565,"csp_6_2","temp-1-6",60
20575,"csp_6_7","temp-1-6",60
20578,"csp_2_2","temp-2-2",60
20583,"csp_3_7","temp-1-6",60
20584,"csp_5_6","temp-1-6",60
20591,"csp_5_2","temp-1-6",60
20592,"csp_2_2","temp-2-1",60
20596,"csp_5_2","temp-1-6",60
20606,"csp_2_3","temp-2-2",64
20613,"csp_5_2","temp-1-6",60
20618,"csp_4_6","temp-1-6",60
20629,"csp_4_5","temp-1-6",59
20630,"csp_2_2","temp-2-1",60
20631,"csp_6_2","temp-1-6",60
20634,"csp_2_2","temp-2-1",65
20635,"csp_3_4","temp-1-6",60
20637,"csp_5_6","temp-1-6",64
20638,"csp_3_7","temp-1-6",60
20649,"csp_4_6","temp-2-1",60
20671,"csp_4_6","temp-1-6",62
20672,"csp_1_3","temp-2-2",55
20673,"csp_6_5","temp-1-6",60
20675,"csp_1_1","temp-2-2",64
20681,"csp_3_1","temp-2-2",60
20687,"csp_5_4","temp-1-6",60
20709,"csp_5_2","temp-1-6",60
20710,"csp_5_6","temp-1-5",57
20717,"csp_4_2","temp-1-6",63
20730,"csp_5_4","temp-1-6",60
20734,"csp_5_2","temp-1-6",60
20758,"csp_2_2","temp-2-2",59
20761,"csp_6_8","temp-1-6",60
20762,"csp_6_5","temp-1-6",65
20782,"csp_3_4","temp-1-6",60
20795,"csp_5_5","temp-1-6",57
20798,"csp_5_2","temp-1-6",62
20801,"csp_6_7","temp-1-6",60
20808,"csp_2_2","temp-2-2",56
20809,"csp_3_1","temp-2-2",60
20813,"csp_4_7","temp-1-6",56
20815,"csp_2_1","temp-2-2",60
20820,"csp_2_1","temp-2-2",54
20831,"csp_6_8","temp-1-5",60
20835,"csp_5_5","temp-1-6",62
20837,"csp_6_7","temp-1-6",60
20838,"csp_1_2","temp-2-2",60
20840,"csp_6_8","temp-1-6",59
20842,"csp_5_4","temp-1-6",60
20860,"csp_5_2","temp-1-6",60
20861,"csp_5_4","temp-1-6",64
20864,"csp_3_3","temp-1-6",65
20865,"csp_5_4","temp-1-6",60
20878,"csp_4_8","temp-1-6",56
20881,"csp_5_4","temp-1-6",60
20886,"csp_4_8","temp-1-6",61
20909,"csp_5_6","temp-1-5",60
20910,"csp_5_2","temp-1-6",60
20916,"csp_4_3","temp-1-6",65
20933,"csp_5_6","temp-1-5",65
20935,"csp_5_2","temp-1-6",60
20940,"csp_4_8","temp-1-6",62
20947,"csp_5_2","temp-1-6",65
20949,"csp_3_5","temp-1-6",60
20965,"csp_1_1","temp-2-1",60
20967,"csp_5_6","temp-1-6",65
20969,"csp_4_8","temp-1-6",64
20971,"csp_4_7","temp-1-6",60
20976,"csp_4_6","temp-1-6",57
20981,"csp_6_7","temp-1-6",60
20984,"csp_5_5","temp-1-6",60
20988,"csp_2_2","temp-2-1",61
20993,"csp_2_1","temp-2-2",62
20996,"csp_5_2","temp-1-6",60
20997,"csp_6_7","temp-1-6",60
21000,"csp_4_3","temp-1-6",60
21006,"csp_5_2","temp-1-6",60
21031,"csp_6_7","temp-1-6",60
21033,"csp_5_6","temp-1-6",65
21041,"csp_6_5","temp-1-6",57
21045,"csp_4_3","temp-1-5",65
21052,"csp_4_5","temp-1-6",60
21056,"csp_1_1","temp-2-1",63
21062,"csp_5_6","temp-1-6",60
21064,"csp_2_1","temp-2-2",58
21076,"csp_6_5","temp-1-6",65
21078,"csp_4_3","temp-1-6",62
21088,"csp_5_6","temp-1-6",60
21091,"csp_1_2","temp-2-1",56
21103,"csp_5_4","temp-1-6",60
21108,"csp_5_6","temp-1-6",60
21113,"csp_4_2","temp-1-5",59
21121,"csp_4_6","temp-1-6",60
21122,"csp_3_8","temp-1-6",65
21123,"csp_2_2","temp-2-1",60
21131,"csp_3_8","temp-1-6",60
21137,"csp_5_2","temp-1-6",60
21146,"csp_5_2","temp-1-6",60
21150,"csp_2_2","temp-2-1",56
21153,"csp_6_7","temp-1-6",60
21162,"csp_6_8","temp-1-6",54
21168,"csp_2_1","temp-2-2",65
21174,"csp_1_1","temp-2-1",60
21192,"csp_6_4","temp-1-6",60
21193,"csp_6_3","temp-1-6",60
21194,"csp_2_1","temp-2-1",60
21204,"csp_6_7","temp-1-6",60
21205,"csp_4_3","temp-1-6",60
21210,"csp_2_2","temp-2-2",62
21215,"csp_4_6","temp-1-6",60
21231,"csp_5_2","temp-1-6",60
21241,"csp_5_4","temp-1-6",60
21266,"csp_5_6","temp-1-5",62
21267,"csp_5_2","temp-1-6",56
21280,"csp_5_2","temp-1-6",62
21281,"csp_4_7","temp-1-5",64
21285,"csp_6_8","temp-1-5",65
21297,"csp_1_1","temp-2-2",59
21303,"csp_1_2","temp-2-1",60
21310,"csp_5_2","temp-1-6",56
21314,"csp_2_1","temp-2-2",60
21339,"csp_5_6","temp-1-6",62
21340,"csp_4_3","temp-1-3",60
21344,"csp_5_6","temp-1-6",60
21347,"csp_5_2","temp-1-6",66
21352,"csp_1_3","temp-2-2",60
21356,"csp_4_3","temp-1-6",60
21357,"csp_4_6","temp-1-6",57
21370,"csp_3_3","temp-1-6",65
21372,"csp_4_5","temp-1-6",58
21376,"csp_2_2","temp-2-1",60
21377,"csp_4_6","temp-1-6",60
21382,"csp_5_6","temp-1-6",52
21386,"csp_4_6","temp-1-6",60
21393,"csp_2_1","temp-2-1",55
21398,"csp_6_7","temp-1-6",65
21399,"csp_2_2","temp-2-1",58
21401,"csp_5_2","temp-1-6",65
21407,"csp_4_6","temp-1-6",60
21414,"csp_4_3","temp-1-6",60
21415,"csp_5_4","temp-1-6",65
21426,"csp_5_2","temp-1-3",60
21437,"csp_4_2","temp-1-5",61
21438,"csp_5_2","temp-1-6",60
21440,"csp_2_1","temp-2-1",64
21446,"csp_4_5","temp-1-6",56
21456,"csp_4_6","temp-1-6",60
21471,"csp_6_8","temp-1-5",60
21473,"csp_5_2","temp-1-6",65
21488,"csp_6_7","temp-1-6",65
21491,"csp_1_1","temp-2-2",56
21501,"csp_6_8","temp-1-6",59
21502,"csp_5_3","temp-1-6",60
21506,"csp_4_7","temp-1-6",60
21517,"csp_5_3","temp-1-6",64
21523,"csp_3_4","temp-1-6",60
21524,"csp_3_4","temp-1-5",64
21530,"csp_5_4","temp-1-6",60
21542,"csp_4_6","temp-1-6",60
21546,"csp_6_3","temp-1-6",60
21564,"csp_3_8","temp-1-6",60
21581,"csp_5_2","temp-1-6",60
21583,"csp_2_2","temp-2-1",55
21589,"csp_4_8","temp-1-6",60
21590,"csp_2_1","temp-2-1",62
21591,"csp_5_2","temp-1-6",60
21604,"csp_5_6","temp-1-5",55
21609,"csp_3_5","temp-1-6",60
21610,"csp_2_1","temp-2-1",60
21631,"csp_5_5","temp-1-6",60
21636,"csp_4_6","temp-1-6",63
21640,"csp_4_6","temp-1-6",60
21653,"csp_6_8","temp-1-2",65
21667,"csp_6_8","temp-1-6",64
21668,"csp_5_6","temp-1-6",60
21675,"csp_5_4","temp-1-6",64
21692,"csp_6_4","temp-1-6",57
21693,"csp_6_8","temp-1-6",60
21713,"csp_5_5","temp-1-6",65
21723,"csp_4_6","temp-1-5",65
21725,"csp_5_2","temp-1-6",60
21726,"csp_4_6","temp-1-6",60
21728,"csp_4_7","temp-1-6",60
21739,"csp_5_6","temp-1-6",60
21741,"csp_3_7","temp-1-6",55
21744,"csp_6_4","temp-1-5",64
21751,"csp_4_3","temp-1-6",60
21769,"csp_4_3","temp-1-6",60
21770,"csp_6_2","temp-1-6",53
21772,"csp_4_7","temp-1-6",59
21798,"csp_1_1","temp-2-1",60
21812,"csp_5_2","temp-1-6",58
21822,"csp_6_8","temp-1-6",61
21827,"csp_2_2","temp-2-1",65
21839,"csp_2_1","temp-2-2",60
21850,"csp_5_6","temp-1-6",60
21858,"csp_5_5","temp-1-5",60
21872,"csp_5_2","temp-1-6",59
21886,"csp_4_6","temp-1-6",61
21896,"csp_5_2","temp-1-6",65
21905,"csp_6_3","temp-1-6",61
21911,"csp_2_3","temp-2-2",60
21912,"csp_5_2","temp-1-6",58
21924,"csp_4_7","temp-1-5",60
21933,"csp_5_3","temp-1-6",60
21939,"csp_5_5","temp-1-6",60
21942,"csp_5_2","temp-1-6",60
21947,"csp_5_2","temp-1-6",60
21950,"csp_6_7","temp-1-6",60
21955,"csp_5_2","temp-1-6",60
21970,"csp_3_8","temp-1-6",60
21993,"csp_4_2","temp-1-5",55
22004,"csp_1_3","temp-2-2",65
22005,"csp_5_6","temp-1-6",63
22009,"csp_5_2","temp-1-6",66
22017,"csp_5_2","temp-1-6",60
22029,"csp_2_2","temp-2-1",61
22031,"csp_5_4","temp-1-3",60
22051,"csp_6_4","temp-1-6",60
22053,"csp_5_6","temp-1-6",65
22062,"csp_4_3","temp-2-2",60
22065,"csp_1_1","temp-2-1",60
22073,"csp_3_5","temp-2-1",57
22078,"csp_6_8","temp-1-3",66
22080,"csp_6_7","temp-1-6",59
22082,"csp_4_7","temp-1-6",60
22086,"csp_5_2","temp-1-6",60
22090,"csp_3_1","temp-2-1",60
22097,"csp_5_2","temp-1-6",60
22099,"csp_5_6","temp-1-6",65
22118,"csp_2_1","temp-2-1",60
22123,"csp_2_1","temp-2-1",65
22128,"csp_5_2","temp-1-6",62
22134,"csp_2_1","temp-2-1",60
22146,"csp_3_4","temp-1-6",60
22153,"csp_4_2","temp-1-6",55
22165,"csp_4_3","temp-2-1",60
22167,"csp_5_2","temp-1-6",55
22168,"csp_3_4","temp-1-6",64
22176,"csp_4_8","temp-1-6",64
22177,"csp_4_5","temp-1-6",60
22179,"csp_5_4","temp-1-6",65
22189,"csp_6_4","temp-1-6",61
22192,"csp_5_5","temp-1-6",55
22193,"csp_2_2","temp-2-1",65
22196,"csp_4_6","temp-1-6",60
22212,"csp_4_6","temp-1-6",60
22219,"csp_5_6","temp-1-6",60
22234,"csp_5_6","temp-1-6",60
22236,"csp_2_2","temp-2-1",58
22246,"csp_4_3","temp-1-6",60
22248,"csp_5_2","temp-1-6",64
22259,"csp_5_2","temp-1-6",60
22266,"csp_4_3","temp-1-6",60
22272,"csp_5_6","temp-1-6",60
22282,"csp_6_8","temp-1-6",58
22299,"csp_5_6","temp-1-6",60
22300,"csp_4_6","temp-1-6",60
22307,"csp_4_3","temp-1-6",56
22315,"csp_2_2","temp-2-2",61
22320,"csp_3_7","temp-1-6",55
22331,"csp_5_6","temp-1-6",60
22340,"csp_5_2","temp-1-6",60
22344,"csp_1_1","temp-2-1",64
22345,"csp_5_2","temp-1-6",60
22351,"csp_5_2","temp-1-6",60
22361,"csp_2_2","temp-2-1",60
22371,"csp_5_5","temp-1-6",57
22372,"csp_5_6","temp-1-6",65
22374,"csp_6_3","temp-1-5",60
22378,"csp_5_5","temp-1-6",65
22401,"csp_4_6","temp-1-5",62
22421,"csp_4_7","temp-1-6",56
22430,"csp_6_3","temp-1-6",60
22435,"csp_2_2","temp-2-1",57
22436,"csp_4_2","temp-1-5",60
22447,"csp_4_6","temp-1-6",65
22456,"csp_6_5","temp-1-6",65
22463,"csp_5_5","temp-1-6",54
22477,"csp_5_2","temp-1-6",63
22484,"csp_6_3","temp-1-6",60
22501,"csp_5_4","temp-1-6",57
22503,"csp_6_4","temp-1-6",52
22504,"csp_5_6","temp-1-6",60
22507,"csp_6_3","temp-1-6",64
22516,"csp_4_5","temp-1-6",60
22517,"csp_5_2","temp-1-6",65
22526,"csp_6_5","temp-1-6",60
22541,"csp_4_3","temp-1-6",59
22547,"csp_5_2","temp-1-6",59
22563,"csp_5_2","temp-1-5",60
22576,"csp_4_6","temp-2-1",65
22581,"csp_6_7","temp-1-5",58
22591,"csp_2_1","temp-2-3",60
22602,"csp_6_2","temp-1-6",64
22605,"csp_2_2","temp-2-2",65
22610,"csp_6_4","temp-1-6",60
22614,"csp_5_2","temp-1-6",57
22620,"csp_3_8","temp-1-6",62
22622,"csp_4_2","temp-1-6",60
22623,"csp_6_9","temp-1-2",60
22626,"csp_1_1","temp-2-1",60
22627,"csp_4_2","temp-1-6",60
22630,"csp_5_6","temp-1-6",65
22631,"csp_5_2","temp-1-6",65
22633,"csp_4_6","temp-1-6",55
22644,"csp_2_2","temp-2-2",60
22646,"csp_2_1","temp-2-1",57
22665,"csp_5_4","temp-1-6",65
22697,"csp_6_8","temp-1-6",60
22700,"csp_3_8","temp-1-6",65
22703,"csp_5_2","temp-1-6",60
22704,"csp_6_2","temp-1-6",59
22721,"csp_4_7","temp-1-6",62
22733,"csp_4_7","temp-1-6",61
22748,"csp_5_2","temp-1-6",65
22752,"csp_5_2","temp-1-6",65
22763,"csp_5_2","temp-1-6",60
22765,"csp_5_2","temp-1-6",65
22767,"csp_3_1","temp-2-2",58
22771,"csp_6_7","temp-1-6",60
22775,"csp_4_2","temp-1-6",60
22776,"csp_5_6","temp-1-6",65
22785,"csp_5_5","temp-1-6",64
22793,"csp_6_8","temp-1-6",54
22797,"csp_5_3","temp-1-6",60
22798,"csp_5_4","temp-1-6",60
22802,"csp_5_2","temp-1-5",60
22803,"csp_5_2","temp-1-6",65
22805,"csp_6_8","temp-1-6",58
22817,"csp_5_6","temp-1-6",63
22818,"csp_4_8","temp-1-6",59
22819,"csp_6_2","temp-1-6",65
22825,"csp_5_6","temp-1-6",60
22840,"csp_6_4","temp-1-6",55
22845,"csp_3_1","temp-2-1",60
22849,"csp_5_5","temp-1-6",60
22851,"csp_5_2","temp-1-6",61
22865,"csp_5_4","temp-1-6",59
22876,"csp_4_3","temp-1-6",60
22900,"csp_2_2","temp-2-1",60
22911,"csp_5_2","temp-1-5",60
22912,"csp_5_2","temp-1-6",65
22921,"csp_4_7","temp-2-2",60
22924,"csp_5_2","temp-1-5",60
22926,"csp_6_7","temp-1-6",65
22930,"csp_1_1","temp-2-1",60
22939,"csp_5_2","temp-1-6",62
22940,"csp_5_4","temp-1-6",63
22942,"csp_5_2","temp-1-6",65
22957,"csp_2_1","temp-2-2",60
22961,"csp_6_2","temp-1-6",64
22975,"csp_6_8","temp-1-6",59
22978,"csp_6_2","temp-1-6",60
22988,"csp_4_8","temp-1-6",60
22996,"csp_6_8","temp-1-6",60
23001,"csp_6_8","temp-1-6",60
23008,"csp_6_5","temp-1-6",65
23018,"csp_3_7","temp-1-6",60
23026,"csp_4_6","temp-1-6",65
23032,"csp_5_6","temp-1-6",60
23037,"csp_4_3","temp-2-1",63
23044,"csp_6_8","temp-1-6",54
23049,"csp_4_3","temp-1-6",60
23060,"csp_4_3","temp-1-6",60
23066,"csp_6_4","temp-1-6",65
23081,"csp_4_6","temp-1-6",56
23086,"csp_2_2","temp-2-1",58
23088,"csp_4_2","temp-1-6",60
23092,"csp_3_4","temp-1-6",65
23105,"csp_5_4","temp-1-6",60
23119,"csp_6_8","temp-1-6",57
23121,"csp_5_6","temp-1-6",65
23130,"csp_5_2","temp-1-6",65
23138,"csp_6_3","temp-1-6",60
23151,"csp_6_2","temp-1-6",60
23161,"csp_5_6","temp-1-6",60
23162,"csp_5_2","temp-1-6",65
23174,"csp_3_7","temp-1-6",64
23187,"csp_5_2","temp-1-6",60
23195,"csp_5_4","temp-1-6",55
23201,"csp_5_2","temp-1-6",60
23209,"csp_6_7","temp-1-6",65
23219,"csp_5_2","temp-1-5",60
23242,"csp_4_3","temp-2-1",60
23254,"csp_5_5","temp-1-6",65
23260,"csp_3_8","temp-1-6",64
23282,"csp_5_6","temp-1-6",65
23295,"csp_4_6","temp-1-6",60
23303,"csp_4_8","temp-1-6",65
23304,"csp_1_1","temp-2-1",60
23325,"csp_5_6","temp-1-6",60
23332,"csp_5_2","temp-1-6",60
23360,"csp_5_4","temp-1-6",56
23380,"csp_6_7","temp-1-6",62
23398,"csp_6_2","temp-1-5",60
23409,"csp_6_3","temp-1-6",60
23413,"csp_5_2","temp-1-5",60
23415,"csp_6_5","temp-1-6",63
23417,"csp_4_6","temp-1-6",60
23420,"csp_5_6","temp-1-5",60
23425,"csp_5_2","temp-1-6",63
23461,"csp_3_4","temp-1-6",62
23469,"csp_6_7","temp-1-6",59
23486,"csp_5_2","temp-1-6",61
23507,"csp_4_3","temp-1-6",65
23511,"csp_2_3","temp-2-2",65
23520,"csp_5_3","temp-1-6",60
23528,"csp_5_4","temp-1-6",60
23534,"csp_3_4","temp-1-6",60
23537,"csp_4_6","temp-1-6",60
